dz,place,distance,LSOA01NM,TTWA01CD,TTWA01CDO,TTWA01NM,LAD07CD,LAD07NM,area
S01004138,Edinburgh,15721.956599121906,NA,S22000012,079,Edinburgh,290,Midlothian,148283.58777990984
S01004139,Edinburgh,13231.848615992016,NA,S22000012,079,Edinburgh,290,Midlothian,117139.5603309717
S01004140,Edinburgh,12956.633801804659,NA,S22000012,079,Edinburgh,290,Midlothian,253442.7023087914
S01004141,Edinburgh,12823.527628480864,NA,S22000012,079,Edinburgh,290,Midlothian,129311.59735585081
S01004142,Edinburgh,13016.595270774855,NA,S22000012,079,Edinburgh,290,Midlothian,121759.88435459381
S01004143,Edinburgh,12814.755055175663,NA,S22000012,079,Edinburgh,290,Midlothian,195993.43581651393
S01004144,Edinburgh,12978.359913738634,NA,S22000012,079,Edinburgh,290,Midlothian,12321230.679358188
S01004145,Edinburgh,12724.791475372103,NA,S22000012,079,Edinburgh,290,Midlothian,113811.50295276316
S01004146,Edinburgh,15237.043149456478,NA,S22000012,079,Edinburgh,290,Midlothian,189521.37977350072
S01004147,Edinburgh,15357.965744675555,NA,S22000012,079,Edinburgh,290,Midlothian,162832.643782192
S01004148,Edinburgh,12329.347449501622,NA,S22000012,079,Edinburgh,290,Midlothian,232042.5004306239
S01004149,Edinburgh,14880.28685614941,NA,S22000012,079,Edinburgh,290,Midlothian,219038.9824072999
S01004150,Edinburgh,11934.02210312587,NA,S22000012,079,Edinburgh,290,Midlothian,90502.87841858619
S01004151,Edinburgh,12017.477341223143,NA,S22000012,079,Edinburgh,290,Midlothian,3751425.5177157163
S01004152,Edinburgh,14854.05863334753,NA,S22000012,079,Edinburgh,290,Midlothian,111152.853295392
S01004153,Edinburgh,14227.87590210619,NA,S22000012,079,Edinburgh,290,Midlothian,228914.62409524212
S01004154,Edinburgh,11555.429328303799,NA,S22000012,079,Edinburgh,290,Midlothian,4511988.17405466
S01004155,Edinburgh,14374.799775731277,NA,S22000012,079,Edinburgh,290,Midlothian,190149.12090737605
S01004156,Edinburgh,13556.913266744426,NA,S22000012,079,Edinburgh,290,Midlothian,627457.0544471755
S01004157,Edinburgh,10659.844861091196,NA,S22000012,079,Edinburgh,290,Midlothian,116694.67957054006
S01004158,Edinburgh,10521.154677789653,NA,S22000012,079,Edinburgh,290,Midlothian,131409.1858047561
S01004159,Edinburgh,10730.61045816126,NA,S22000012,079,Edinburgh,290,Midlothian,2487152.3528210367
S01004160,Edinburgh,12827.917143557555,NA,S22000012,079,Edinburgh,290,Midlothian,484326.0992299796
S01004161,Edinburgh,10624.39550045221,NA,S22000012,079,Edinburgh,290,Midlothian,25830363.744610712
S01004162,Edinburgh,11746.532298771226,NA,S22000012,079,Edinburgh,290,Midlothian,10028178.611765293
S01004163,Edinburgh,12678.39480329832,NA,S22000012,079,Edinburgh,290,Midlothian,104637.46771141721
S01004164,Edinburgh,16934.64803305811,NA,S22000012,079,Edinburgh,290,Midlothian,208080.75064454172
S01004165,Edinburgh,13678.386395175792,NA,S22000012,079,Edinburgh,290,Midlothian,169329.0839125716
S01004166,Edinburgh,9780.485063984868,NA,S22000012,079,Edinburgh,290,Midlothian,3715162.639931539
S01004167,Edinburgh,12291.048300324523,NA,S22000012,079,Edinburgh,290,Midlothian,228164.16880761614
S01004168,Edinburgh,13315.709874334883,NA,S22000012,079,Edinburgh,290,Midlothian,163716.2727183935
S01004169,Edinburgh,10506.967922742726,NA,S22000012,079,Edinburgh,290,Midlothian,159748.0392430665
S01004170,Edinburgh,12731.43280741065,NA,S22000012,079,Edinburgh,290,Midlothian,678302.7103636675
S01004171,Edinburgh,12427.530973777108,NA,S22000012,079,Edinburgh,290,Midlothian,109345.50020319675
S01004172,Edinburgh,12991.565064466655,NA,S22000012,079,Edinburgh,290,Midlothian,124467.1682487998
S01004173,Edinburgh,10162.948073452852,NA,S22000012,079,Edinburgh,290,Midlothian,88835.09037366138
S01004174,Edinburgh,10474.704562120345,NA,S22000012,079,Edinburgh,290,Midlothian,131652.73888525812
S01004175,Edinburgh,13502.777712217488,NA,S22000012,079,Edinburgh,290,Midlothian,92889.15848683639
S01004176,Edinburgh,11778.466430236693,NA,S22000012,079,Edinburgh,290,Midlothian,359380.6923907609
S01004177,Edinburgh,10303.215422518728,NA,S22000012,079,Edinburgh,290,Midlothian,99655.40151946203
S01004178,Edinburgh,9191.131189415173,NA,S22000012,079,Edinburgh,290,Midlothian,212153.71224445835
S01004179,Edinburgh,10036.438331175243,NA,S22000012,079,Edinburgh,290,Midlothian,99555.53493146639
S01004180,Edinburgh,10975.185807400723,NA,S22000012,079,Edinburgh,290,Midlothian,192084.5439706831
S01004181,Edinburgh,10688.381627824441,NA,S22000012,079,Edinburgh,290,Midlothian,126016.45620975859
S01004182,Edinburgh,13064.97086684855,NA,S22000012,079,Edinburgh,290,Midlothian,179818.86973675
S01004183,Edinburgh,9795.349841755668,NA,S22000012,079,Edinburgh,290,Midlothian,337242.17505493195
S01004184,Edinburgh,12062.796995163288,NA,S22000012,079,Edinburgh,290,Midlothian,156908.6407019718
S01004185,Edinburgh,13380.085661653784,NA,S22000012,079,Edinburgh,290,Midlothian,116199.9438405993
S01004186,Edinburgh,10339.898194974914,NA,S22000012,079,Edinburgh,290,Midlothian,121534.36696393337
S01004187,Edinburgh,10003.397326363676,NA,S22000012,079,Edinburgh,290,Midlothian,107290.63160243517
S01004188,Edinburgh,13014.599258366115,NA,S22000012,079,Edinburgh,290,Midlothian,129881.94910942436
S01004189,Edinburgh,10648.184909103447,NA,S22000012,079,Edinburgh,290,Midlothian,302000.66126876586
S01004190,Edinburgh,9944.372637549299,NA,S22000012,079,Edinburgh,290,Midlothian,220386.95806564225
S01004191,Edinburgh,10299.569765433926,NA,S22000012,079,Edinburgh,290,Midlothian,140792.95115846026
S01004192,Edinburgh,12377.71941414205,NA,S22000012,079,Edinburgh,290,Midlothian,659849.0016196067
S01004193,Edinburgh,8850.460921054362,NA,S22000012,079,Edinburgh,290,Midlothian,160086.6894080949
S01004194,Edinburgh,9871.421651619876,NA,S22000012,079,Edinburgh,290,Midlothian,226791.71716755163
S01004195,Edinburgh,10206.011135760882,NA,S22000012,079,Edinburgh,290,Midlothian,129173.500241511
S01004196,Edinburgh,8541.813975340881,NA,S22000012,079,Edinburgh,290,Midlothian,90653.50017008078
S01004197,Edinburgh,8606.872998196412,NA,S22000012,079,Edinburgh,290,Midlothian,136813.44651587802
S01004198,Edinburgh,9088.402924026468,NA,S22000012,079,Edinburgh,290,Midlothian,2011954.479034206
S01004199,Edinburgh,9857.139521209263,NA,S22000012,079,Edinburgh,290,Midlothian,152200.21575099495
S01004200,Edinburgh,10150.311423303105,NA,S22000012,079,Edinburgh,290,Midlothian,132382.73988701284
S01004201,Edinburgh,8405.188590781547,NA,S22000012,079,Edinburgh,290,Midlothian,180674.0243847759
S01004202,Edinburgh,8282.135754535244,NA,S22000012,079,Edinburgh,290,Midlothian,110665.18002253513
S01004203,Edinburgh,8516.116734276813,NA,S22000012,079,Edinburgh,290,Midlothian,421033.21796642925
S01004204,Edinburgh,9772.47342234093,NA,S22000012,079,Edinburgh,290,Midlothian,201512.79535391423
S01004205,Edinburgh,11808.723766566634,NA,S22000012,079,Edinburgh,290,Midlothian,245301.5369620095
S01004206,Edinburgh,9348.47255778389,NA,S22000012,079,Edinburgh,290,Midlothian,308770.5634761649
S01004207,Edinburgh,12203.95724176518,NA,S22000012,079,Edinburgh,290,Midlothian,494933.11211764754
S01004208,Edinburgh,8081.335676814189,NA,S22000012,079,Edinburgh,290,Midlothian,1428326.1534080876
S01004209,Edinburgh,10132.452557603574,NA,S22000012,079,Edinburgh,290,Midlothian,259223.98835735978
S01004210,Edinburgh,8103.946841810067,NA,S22000012,079,Edinburgh,290,Midlothian,540420.3178206368
S01004211,Edinburgh,10727.755176673503,NA,S22000012,079,Edinburgh,290,Midlothian,839056.0475838076
S01004212,Edinburgh,14360.286564610393,NA,S22000012,079,Edinburgh,290,Midlothian,22623149.463149216
S01004213,Edinburgh,7440.647450774418,NA,S22000012,079,Edinburgh,290,Midlothian,3449955.9874425046
S01004214,Edinburgh,9761.255548257173,NA,S22000012,079,Edinburgh,290,Midlothian,211730.8318151639
S01004215,Edinburgh,10144.739812809681,NA,S22000012,079,Edinburgh,290,Midlothian,370716.3507364567
S01004216,Edinburgh,11393.41752260588,NA,S22000012,079,Edinburgh,290,Midlothian,136278.00082952663
S01004217,Edinburgh,10933.663020455191,NA,S22000012,079,Edinburgh,290,Midlothian,402044.42410011776
S01004218,Edinburgh,11040.499550568822,NA,S22000012,079,Edinburgh,290,Midlothian,142242.00205764858
S01004219,Edinburgh,11342.548044986062,NA,S22000012,079,Edinburgh,290,Midlothian,91719.50017170815
S01004220,Edinburgh,9715.203404862606,NA,S22000012,079,Edinburgh,290,Midlothian,522803.65333495225
S01004221,Edinburgh,11120.960869392362,NA,S22000012,079,Edinburgh,290,Midlothian,100510.36041466267
S01004222,Edinburgh,10103.25462385558,NA,S22000012,079,Edinburgh,290,Midlothian,150710.4896705524
S01004223,Edinburgh,10584.629594497883,NA,S22000012,079,Edinburgh,290,Midlothian,93169.7533172496
S01004224,Edinburgh,10840.454090140847,NA,S22000012,079,Edinburgh,290,Midlothian,93684.50668700291
S01004225,Edinburgh,10210.196477538771,NA,S22000012,079,Edinburgh,290,Midlothian,153264.47289049125
S01004226,Edinburgh,10131.68066502426,NA,S22000012,079,Edinburgh,290,Midlothian,133226.1484050448
S01004227,Edinburgh,10994.2156939861,NA,S22000012,079,Edinburgh,290,Midlothian,4966597.269071422
S01004228,Edinburgh,7941.042495779088,NA,S22000012,079,Edinburgh,290,Midlothian,13710304.177797912
S01004229,Edinburgh,7127.644832399782,NA,S22000012,079,Edinburgh,290,Midlothian,159841.7713493552
S01004230,Edinburgh,6613.023721496004,NA,S22000012,079,Edinburgh,290,Midlothian,113745.09078723795
S01004231,Edinburgh,6744.371696697951,NA,S22000012,079,Edinburgh,290,Midlothian,133380.37596730233
S01004232,Edinburgh,6344.2339275966715,NA,S22000012,079,Edinburgh,290,Midlothian,107034.50361815402
S01004832,Glasgow,10722.227056834881,NA,S22000018,089,Glasgow,320,North Lanarkshire,598792.5898771652
S01004833,Glasgow,7345.373222576861,NA,S22000018,089,Glasgow,320,North Lanarkshire,771605.5382780299
S01004834,Glasgow,6209.609541709866,NA,S22000018,089,Glasgow,320,North Lanarkshire,178541.35431660654
S01004836,Glasgow,6691.0871806017085,NA,S22000018,089,Glasgow,320,North Lanarkshire,141119.49942924117
S01004838,Glasgow,7990.837985728862,NA,S22000018,089,Glasgow,320,North Lanarkshire,720970.4551958243
S01004841,Glasgow,12527.884156402024,NA,S22000018,089,Glasgow,320,North Lanarkshire,221276.66710428018
S01004842,Glasgow,11402.34806898557,NA,S22000018,089,Glasgow,320,North Lanarkshire,8225304.837902119
S01004843,Glasgow,10516.37917510636,NA,S22000018,089,Glasgow,320,North Lanarkshire,260070.3500787987
S01004844,Glasgow,10130.649763757525,NA,S22000018,089,Glasgow,320,North Lanarkshire,410078.4251901758
S01004845,Glasgow,10657.17202606368,NA,S22000018,089,Glasgow,320,North Lanarkshire,133652.01755461618
S01004847,Glasgow,7921.752524633603,NA,S22000018,089,Glasgow,320,North Lanarkshire,9046854.743796205
S01004848,Glasgow,10167.336986317114,NA,S22000018,089,Glasgow,320,North Lanarkshire,218683.91554446038
S01004849,Glasgow,11651.995357794747,NA,S22000018,089,Glasgow,320,North Lanarkshire,215799.8774083418
S01004851,Glasgow,11401.73590505741,NA,S22000018,089,Glasgow,320,North Lanarkshire,107874.55063088053
S01004852,Glasgow,11761.680933279027,NA,S22000018,089,Glasgow,320,North Lanarkshire,83839.024755253
S01004853,Glasgow,8586.550969866694,NA,S22000018,089,Glasgow,320,North Lanarkshire,205065.78955479848
S01004854,Glasgow,10705.458171339422,NA,S22000018,089,Glasgow,320,North Lanarkshire,3999889.872584516
S01004855,Glasgow,12138.486870910352,NA,S22000018,089,Glasgow,320,North Lanarkshire,76663.15568790707
S01004856,Glasgow,15302.841423869873,NA,S22000018,089,Glasgow,320,North Lanarkshire,11190963.665084876
S01004857,Glasgow,11621.43860181725,NA,S22000018,089,Glasgow,320,North Lanarkshire,295784.1114023812
S01004858,Glasgow,12063.757979292453,NA,S22000018,089,Glasgow,320,North Lanarkshire,176928.8461528911
S01004859,Glasgow,12372.803937117229,NA,S22000018,089,Glasgow,320,North Lanarkshire,175739.56356387906
S01004860,Glasgow,13292.226418533399,NA,S22000018,089,Glasgow,320,North Lanarkshire,2310775.199864587
S01004861,Glasgow,12595.167096216379,NA,S22000018,089,Glasgow,320,North Lanarkshire,144337.09073260464
S01004862,Glasgow,15170.5271542219,NA,S22000018,089,Glasgow,320,North Lanarkshire,158814.11125503806
S01004863,Glasgow,16132.328957294212,NA,S22000018,089,Glasgow,320,North Lanarkshire,235305.12480636415
S01004864,Glasgow,15678.58459483945,NA,S22000018,089,Glasgow,320,North Lanarkshire,216454.4816534665
S01004865,Glasgow,14952.912935636798,NA,S22000018,089,Glasgow,320,North Lanarkshire,1377379.3611597437
S01004866,Glasgow,16487.0381430318,NA,S22000018,089,Glasgow,320,North Lanarkshire,110387.09346266641
S01004867,Glasgow,17602.26766847494,NA,S22000018,089,Glasgow,320,North Lanarkshire,235439.1147037566
S01004868,Glasgow,16323.657631681,NA,S22000018,089,Glasgow,320,North Lanarkshire,130269.57219719062
S01004869,Glasgow,16972.297045896405,NA,S22000018,089,Glasgow,320,North Lanarkshire,232470.99486624237
S01004870,Glasgow,16782.794980670435,NA,S22000018,089,Glasgow,320,North Lanarkshire,131283.25967717712
S01004871,Glasgow,17930.158486275526,NA,S22000018,089,Glasgow,320,North Lanarkshire,105652.59645192265
S01004872,Glasgow,16027.33889016697,NA,S22000018,089,Glasgow,320,North Lanarkshire,311763.9655172289
S01004873,Glasgow,17618.853541664892,NA,S22000018,089,Glasgow,320,North Lanarkshire,299716.02089157794
S01004874,Glasgow,19359.46247713426,NA,S22000018,089,Glasgow,320,North Lanarkshire,4374780.988317589
S01004875,Glasgow,18177.277863346677,NA,S22000018,089,Glasgow,320,North Lanarkshire,152057.8050843243
S01004876,Glasgow,16902.100621800153,NA,S22000018,089,Glasgow,320,North Lanarkshire,390018.6313510137
S01004877,Glasgow,16145.46674316014,NA,S22000018,089,Glasgow,320,North Lanarkshire,160476.5007790814
S01004878,Glasgow,18003.80198684087,NA,S22000018,089,Glasgow,320,North Lanarkshire,203306.01486065562
S01004879,Glasgow,18638.19416852109,NA,S22000018,089,Glasgow,320,North Lanarkshire,73017.5870766261
S01004880,Glasgow,18917.268180401483,NA,S22000018,089,Glasgow,320,North Lanarkshire,118873.81670419443
S01004881,Glasgow,18345.92126120251,NA,S22000018,089,Glasgow,320,North Lanarkshire,183438.12987427047
S01004882,Glasgow,19190.89822908013,NA,S22000018,089,Glasgow,320,North Lanarkshire,103068.7049071749
S01004883,Glasgow,16078.667626250211,NA,S22000018,089,Glasgow,320,North Lanarkshire,5016460.685940756
S01004884,Glasgow,16154.676664761559,NA,S22000018,089,Glasgow,320,North Lanarkshire,221336.3406025734
S01004885,Glasgow,19068.097733737897,NA,S22000018,089,Glasgow,320,North Lanarkshire,55878.63334369034
S01004886,Glasgow,19501.85232106328,NA,S22000018,089,Glasgow,320,North Lanarkshire,66272.98908314045
S01004887,Glasgow,22793.48809314105,NA,S22000018,089,Glasgow,320,North Lanarkshire,14657299.708369583
S01004888,Glasgow,15951.310572666922,NA,S22000018,089,Glasgow,320,North Lanarkshire,118139.29615537245
S01004889,Glasgow,17077.99770775727,NA,S22000018,089,Glasgow,320,North Lanarkshire,337369.7014195524
S01004890,Glasgow,19731.775615641865,NA,S22000018,089,Glasgow,320,North Lanarkshire,76598.15756286807
S01004891,Glasgow,19518.65047407933,NA,S22000018,089,Glasgow,320,North Lanarkshire,91876.1151939722
S01004892,Glasgow,17800.78913478871,NA,S22000018,089,Glasgow,320,North Lanarkshire,321575.54599248775
S01004893,Glasgow,19176.17402250105,NA,S22000018,089,Glasgow,320,North Lanarkshire,550264.7785690906
S01004894,Glasgow,18723.07591210456,NA,S22000018,089,Glasgow,320,North Lanarkshire,401707.69684856373
S01004895,Glasgow,20056.50322687142,NA,S22000018,089,Glasgow,320,North Lanarkshire,249568.98535116346
S01004896,Glasgow,17118.26926791185,NA,S22000018,089,Glasgow,320,North Lanarkshire,185559.24368837624
S01004897,Glasgow,17501.42670445748,NA,S22000018,089,Glasgow,320,North Lanarkshire,241838.86434522647
S01004898,Glasgow,20773.10438608612,NA,S22000018,089,Glasgow,320,North Lanarkshire,215267.50040019982
S01004899,Glasgow,20454.298493485876,NA,S22000018,089,Glasgow,320,North Lanarkshire,233704.5029642171
S01004900,Glasgow,18216.62729680884,NA,S22000018,089,Glasgow,320,North Lanarkshire,353300.6082298958
S01004901,Glasgow,20052.797743666422,NA,S22000018,089,Glasgow,320,North Lanarkshire,96204.81693524646
S01004902,Glasgow,19298.699499256138,NA,S22000018,089,Glasgow,320,North Lanarkshire,89709.82275372995
S01004903,Glasgow,18592.881092263222,NA,S22000018,089,Glasgow,320,North Lanarkshire,136095.62295699798
S01004904,Glasgow,19636.64182896262,NA,S22000018,089,Glasgow,320,North Lanarkshire,445602.0007980989
S01004905,Glasgow,21172.170328234053,NA,S22000018,089,Glasgow,320,North Lanarkshire,240182.78564788157
S01004906,Glasgow,20224.175116253773,NA,S22000018,089,Glasgow,320,North Lanarkshire,122365.01054488964
S01004907,Glasgow,17915.82546261104,NA,S22000018,089,Glasgow,320,North Lanarkshire,260352.35774992316
S01004908,Glasgow,21631.668853289768,NA,S22000018,089,Glasgow,320,North Lanarkshire,90220.13075291389
S01004909,Glasgow,20634.422068081927,NA,S22000018,089,Glasgow,320,North Lanarkshire,256643.0004760151
S01004910,Glasgow,21996.05301640138,NA,S22000018,089,Glasgow,320,North Lanarkshire,129924.3698972177
S01004911,Glasgow,18867.403684842324,NA,S22000018,089,Glasgow,320,North Lanarkshire,1211301.8967082168
S01004912,Glasgow,21503.82751761255,NA,S22000018,089,Glasgow,320,North Lanarkshire,292586.15325975476
S01004913,Glasgow,17099.566666670537,NA,S22000018,089,Glasgow,320,North Lanarkshire,189305.85401989435
S01004914,Glasgow,17910.482647233668,NA,S22000018,089,Glasgow,320,North Lanarkshire,159635.68883449468
S01004915,Glasgow,20046.72654791984,NA,S22000018,089,Glasgow,320,North Lanarkshire,213224.50292516963
S01004916,Glasgow,20403.446048287482,NA,S22000018,089,Glasgow,320,North Lanarkshire,309712.95931105583
S01004917,Glasgow,19549.8112158768,NA,S22000018,089,Glasgow,320,North Lanarkshire,105595.98745835856
S01004918,Glasgow,18288.867576444823,NA,S22000018,089,Glasgow,320,North Lanarkshire,126455.36896020728
S01004919,Glasgow,21882.68712243873,NA,S22000018,089,Glasgow,320,North Lanarkshire,117620.69274590419
S01004920,Glasgow,22145.178825242227,NA,S22000018,089,Glasgow,320,North Lanarkshire,117378.15644886145
S01004921,Glasgow,21575.805854520924,NA,S22000018,089,Glasgow,320,North Lanarkshire,117638.47845832452
S01004922,Glasgow,20010.727031366117,NA,S22000018,089,Glasgow,320,North Lanarkshire,210163.07499777965
S01004923,Glasgow,19551.290927474452,NA,S22000018,089,Glasgow,320,North Lanarkshire,175235.20112767903
S01004924,Glasgow,22074.218627520015,NA,S22000018,089,Glasgow,320,North Lanarkshire,180178.49560179873
S01004925,Glasgow,20685.281338181376,NA,S22000018,089,Glasgow,320,North Lanarkshire,426599.97375330597
S01004926,Glasgow,20122.784219194775,NA,S22000018,089,Glasgow,320,North Lanarkshire,385226.43388159235
S01004927,Glasgow,22569.152153139796,NA,S22000018,089,Glasgow,320,North Lanarkshire,191668.86855133242
S01004928,Glasgow,19408.811145053005,NA,S22000018,089,Glasgow,320,North Lanarkshire,2609476.140888776
S01004929,Glasgow,21825.914624833975,NA,S22000018,089,Glasgow,320,North Lanarkshire,3591130.852044384
S01004930,Glasgow,17462.99199420356,NA,S22000018,089,Glasgow,320,North Lanarkshire,150892.9795999752
S01004931,Glasgow,17857.958842862503,NA,S22000018,089,Glasgow,320,North Lanarkshire,166563.36943134537
S01004932,Glasgow,17610.26978686269,NA,S22000018,089,Glasgow,320,North Lanarkshire,180258.95347744098
S01004933,Glasgow,18410.038948344158,NA,S22000018,089,Glasgow,320,North Lanarkshire,306716.9746301235
S01004934,Glasgow,18118.32576498527,NA,S22000018,089,Glasgow,320,North Lanarkshire,130366.3716192999
S01004935,Glasgow,17345.46153802199,NA,S22000018,089,Glasgow,320,North Lanarkshire,495274.27233057935
S01004936,Glasgow,18547.976104998914,NA,S22000018,089,Glasgow,320,North Lanarkshire,687980.3509400231
S01004937,Glasgow,20446.875917439636,NA,S22000018,089,Glasgow,320,North Lanarkshire,11214474.812261976
S01004938,Glasgow,17482.45429515131,NA,S22000018,089,Glasgow,320,North Lanarkshire,160634.93211529515
S01004939,Glasgow,18046.204729908073,NA,S22000018,089,Glasgow,320,North Lanarkshire,114403.90562210414
S01004940,Glasgow,17854.493875727814,NA,S22000018,089,Glasgow,320,North Lanarkshire,166245.26895519052
S01004941,Glasgow,17623.44252125176,NA,S22000018,089,Glasgow,320,North Lanarkshire,130206.50024319688
S01004942,Glasgow,18269.696055064192,NA,S22000018,089,Glasgow,320,North Lanarkshire,244031.7993224893
S01004943,Glasgow,17145.768812680893,NA,S22000018,089,Glasgow,320,North Lanarkshire,20783927.32096086
S01004944,Glasgow,21297.391540154604,NA,S22000018,089,Glasgow,320,North Lanarkshire,4054726.17656291
S01004945,Glasgow,20566.085467755755,NA,S22000018,089,Glasgow,320,North Lanarkshire,19133372.007873412
S01005148,Glasgow,25000.275958822192,NA,S22000018,089,Glasgow,350,Renfrewshire,271160.85744320316
S01005149,Glasgow,24545.53298609415,NA,S22000018,089,Glasgow,350,Renfrewshire,177373.7161179314
S01005150,Glasgow,24891.85920848804,NA,S22000018,089,Glasgow,350,Renfrewshire,141902.74358052516
S01005151,Glasgow,24455.411141989276,NA,S22000018,089,Glasgow,350,Renfrewshire,205511.07668934582
S01005152,Glasgow,17721.530296743702,NA,S22000018,089,Glasgow,350,Renfrewshire,34064899.08612362
S01005153,Glasgow,20283.88307735152,NA,S22000018,089,Glasgow,350,Renfrewshire,369767.09383738047
S01005154,Glasgow,26665.979853546563,NA,S22000018,089,Glasgow,350,Renfrewshire,57633064.66184743
S01005155,Glasgow,19751.700621802756,NA,S22000018,089,Glasgow,350,Renfrewshire,328991.7029060168
S01005156,Glasgow,12610.244504928634,NA,S22000018,089,Glasgow,350,Renfrewshire,100319.00018619973
S01005157,Glasgow,12810.514117377346,NA,S22000018,089,Glasgow,350,Renfrewshire,161057.7574855155
S01005158,Glasgow,14821.129126891925,NA,S22000018,089,Glasgow,350,Renfrewshire,232867.01260173655
S01005159,Glasgow,18309.864595016643,NA,S22000018,089,Glasgow,350,Renfrewshire,278340.0010602927
S01005160,Glasgow,12015.602599989437,NA,S22000018,089,Glasgow,350,Renfrewshire,251077.57344305638
S01005161,Glasgow,12976.861384871465,NA,S22000018,089,Glasgow,350,Renfrewshire,189137.68907749868
S01005162,Glasgow,14379.79343499791,NA,S22000018,089,Glasgow,350,Renfrewshire,202830.4947177069
S01005163,Glasgow,12471.103545377942,NA,S22000018,089,Glasgow,350,Renfrewshire,136896.00025414338
S01005164,Glasgow,18056.93959638323,NA,S22000018,089,Glasgow,350,Renfrewshire,165163.78575306837
S01005165,Glasgow,13817.494517703559,NA,S22000018,089,Glasgow,350,Renfrewshire,193357.9404289847
S01005166,Glasgow,18767.230921388655,NA,S22000018,089,Glasgow,350,Renfrewshire,475676.26176045666
S01005167,Glasgow,12044.657468279032,NA,S22000018,089,Glasgow,350,Renfrewshire,176290.6091658597
S01005168,Glasgow,13194.23710425439,NA,S22000018,089,Glasgow,350,Renfrewshire,391258.32356988755
S01005169,Glasgow,14609.915513462187,NA,S22000018,089,Glasgow,350,Renfrewshire,128762.79551888951
S01005170,Glasgow,11621.577901119472,NA,S22000018,089,Glasgow,350,Renfrewshire,222106.1363098006
S01005171,Glasgow,12397.359966732576,NA,S22000018,089,Glasgow,350,Renfrewshire,188776.14015567212
S01005172,Glasgow,9860.632830423197,NA,S22000018,089,Glasgow,350,Renfrewshire,4203455.582289755
S01005173,Glasgow,17803.363166641873,NA,S22000018,089,Glasgow,350,Renfrewshire,274444.84044327796
S01005174,Glasgow,14210.340987030439,NA,S22000018,089,Glasgow,350,Renfrewshire,174592.2339659899
S01005175,Glasgow,11106.796516547445,NA,S22000018,089,Glasgow,350,Renfrewshire,335305.36659763375
S01005176,Glasgow,13944.382530689634,NA,S22000018,089,Glasgow,350,Renfrewshire,175265.4469469317
S01005177,Glasgow,16576.494322078197,NA,S22000018,089,Glasgow,350,Renfrewshire,127691.42499376567
S01005178,Glasgow,17256.959029411453,NA,S22000018,089,Glasgow,350,Renfrewshire,171974.56823657197
S01005179,Glasgow,11829.782790829742,NA,S22000018,089,Glasgow,350,Renfrewshire,159121.85644747305
S01005180,Glasgow,13511.111874423594,NA,S22000018,089,Glasgow,350,Renfrewshire,335068.7551118797
S01005181,Glasgow,12346.247941097867,NA,S22000018,089,Glasgow,350,Renfrewshire,301811.3446323403
S01005182,Glasgow,14244.215435962744,NA,S22000018,089,Glasgow,350,Renfrewshire,132843.44071981253
S01005183,Glasgow,16190.06125462923,NA,S22000018,089,Glasgow,350,Renfrewshire,229009.091152218
S01005184,Glasgow,17741.447366939352,NA,S22000018,089,Glasgow,350,Renfrewshire,271256.9967909751
S01005185,Glasgow,10236.316414532263,NA,S22000018,089,Glasgow,350,Renfrewshire,96520.45595473002
S01005186,Glasgow,10989.094557875198,NA,S22000018,089,Glasgow,350,Renfrewshire,139686.05702654005
S01005187,Glasgow,10635.305504096832,NA,S22000018,089,Glasgow,350,Renfrewshire,200168.25681057907
S01005188,Glasgow,13008.884708532281,NA,S22000018,089,Glasgow,350,Renfrewshire,255851.653157897
S01005189,Glasgow,16501.322215776843,NA,S22000018,089,Glasgow,350,Renfrewshire,131872.27791970148
S01005190,Glasgow,15701.478667812604,NA,S22000018,089,Glasgow,350,Renfrewshire,357836.6043836189
S01005191,Glasgow,18198.310984757565,NA,S22000018,089,Glasgow,350,Renfrewshire,322840.7408439396
S01005192,Glasgow,11653.48114054154,NA,S22000018,089,Glasgow,350,Renfrewshire,277745.5694470695
S01005193,Glasgow,12547.08301261991,NA,S22000018,089,Glasgow,350,Renfrewshire,279291.8200964192
S01005194,Glasgow,9923.940327550936,NA,S22000018,089,Glasgow,350,Renfrewshire,150321.28512199188
S01005195,Glasgow,9139.685772433242,NA,S22000018,089,Glasgow,350,Renfrewshire,190743.32550166384
S01005196,Glasgow,13850.345782351562,NA,S22000018,089,Glasgow,350,Renfrewshire,176766.89423639112
S01005197,Glasgow,11105.286569922659,NA,S22000018,089,Glasgow,350,Renfrewshire,195819.3073448573
S01005198,Glasgow,18621.54551865981,NA,S22000018,089,Glasgow,350,Renfrewshire,242218.73280984611
S01005199,Glasgow,10353.005410442116,NA,S22000018,089,Glasgow,350,Renfrewshire,222558.5004165463
S01005200,Glasgow,13068.048720386063,NA,S22000018,089,Glasgow,350,Renfrewshire,93930.87789740971
S01005201,Glasgow,13325.684488853392,NA,S22000018,089,Glasgow,350,Renfrewshire,195782.02563739958
S01005202,Glasgow,15251.167513063965,NA,S22000018,089,Glasgow,350,Renfrewshire,165862.26720456872
S01005203,Glasgow,16696.826256798322,NA,S22000018,089,Glasgow,350,Renfrewshire,286228.58295169903
S01005204,Glasgow,12690.886911508054,NA,S22000018,089,Glasgow,350,Renfrewshire,94365.08297674525
S01005205,Glasgow,11699.220058730423,NA,S22000018,089,Glasgow,350,Renfrewshire,275061.78311462677
