lsoa,place,distance,area
E01005038,Manchester,5662.76865165807,251163.932620502
E01005039,Manchester,5853.87662372528,276429.247123003
E01005040,Manchester,5542.75993075267,253871.776521495
E01005041,Manchester,5220.34100302604,331416.277652006
E01005042,Manchester,5363.89391401782,332119.393606996
E01005043,Manchester,5027.39703226488,222175.775069503
E01005044,Manchester,4924.54423556134,144049.965624501
E01005045,Manchester,6060.65391484413,313819.799089498
E01005046,Manchester,17440.6393402097,483387.457036509
E01005047,Manchester,17733.2189015685,6556601.9676185
E01005048,Manchester,18194.1995795993,819835.507479492
E01005049,Manchester,16808.4128075683,1395501.42892
E01005050,Manchester,15584.0341638114,574921.869169505
E01005051,Manchester,16349.4803875411,632394.446769004
E01005052,Manchester,15960.82663469,237759.109495003
E01005053,Manchester,15182.362455432,724673.648362508
E01005054,Manchester,11077.0184971445,3420948.3756755
E01005055,Manchester,9994.95746894743,381912.880568004
E01005056,Manchester,9663.63233840376,424733.084846506
E01005057,Manchester,10131.1585286832,585551.439035493
E01005058,Manchester,9412.62787479546,266890.147007496
E01005059,Manchester,11716.2072671259,599824.837139999
E01005060,Manchester,10915.2021952212,919618.343038496
E01005061,Manchester,2582.81209786696,862327.6427755
E01005062,Manchester,1775.1163530966,587458.695574999
E01005063,Manchester,2432.27919955408,284603.575845994
E01005065,Manchester,1678.21255122008,659447.673485997
E01005066,Manchester,1054.78269751393,191391.266128497
E01005067,Manchester,3479.23442591445,396782.765690503
E01005068,Manchester,11147.1703501927,323324.549313499
E01005069,Manchester,9728.41965223398,345327.10865299
E01005070,Manchester,9964.23662237132,806706.309239002
E01005071,Manchester,9365.42144825166,323306.108026502
E01005072,Manchester,9495.78263934681,287512.881338
E01005073,Manchester,9398.02000614428,418116.304674004
E01005074,Manchester,10286.2079310622,455621.805282503
E01005075,Manchester,10635.7566378603,816274.614058497
E01005076,Manchester,5712.62446756974,161846.602645501
E01005077,Manchester,6375.73650612635,426275.029723005
E01005078,Manchester,6454.41496271126,366500.652754492
E01005079,Manchester,6108.18733270645,438836.642928003
E01005081,Manchester,4881.70042106329,419223.009612489
E01005082,Manchester,5751.09657985563,774741.594504989
E01005083,Manchester,5775.50533047215,364939.386333006
E01005084,Manchester,5624.96853762634,869819.71995001
E01005085,Manchester,9110.29916559544,293581.155280996
E01005086,Manchester,9389.33449711559,247795.455622001
E01005087,Manchester,9662.68769119198,295978.808516996
E01005088,Manchester,10090.2401243669,353715.512714
E01005089,Manchester,9984.96276601945,291177.944906001
E01005090,Manchester,10601.2659942289,328255.217318497
E01005091,Manchester,10407.3275583956,273635.971801004
E01005092,Manchester,4269.78801840557,258983.760069506
E01005093,Manchester,4947.11266526008,310892.425361002
E01005094,Manchester,4807.02364782158,410233.481125001
E01005097,Manchester,4744.42855270392,521167.15689049
E01005098,Manchester,6682.08958245756,335520.32521249
E01005099,Manchester,7063.57232066303,641637.063551
E01005100,Manchester,6967.14482731184,813447.580068989
E01005101,Manchester,6235.08116132394,409428.515876002
E01005102,Manchester,6422.61432603116,181078.577046501
E01005103,Manchester,6046.12326345031,448380.614325502
E01005104,Manchester,5694.33825577346,531476.040198505
E01005105,Manchester,2887.2936382326,563328.156050498
E01005106,Manchester,3757.13700450649,1029867.91262201
E01005107,Manchester,4305.93140093495,721852.008747492
E01005108,Manchester,4968.17527413235,745222.737851507
E01005111,Manchester,8683.03491608161,259430.3361485
E01005112,Manchester,8516.84721162961,765763.619992509
E01005113,Manchester,9213.53101031376,253569.219456007
E01005114,Manchester,9029.56345452495,532578.022991498
E01005115,Manchester,8198.39454596647,345468.288126496
E01005116,Manchester,8714.24768740636,430859.525742996
E01005117,Manchester,8680.07169474483,992974.360285003
E01005118,Manchester,5454.68243050697,219949.831977502
E01005119,Manchester,6265.86281378585,289110.402645499
E01005120,Manchester,5728.49019989197,223489.997117997
E01005121,Manchester,5845.28830898354,261354.345834004
E01005122,Manchester,6072.583398529,344566.780748003
E01005123,Manchester,5925.78914093796,223552.083654496
E01005124,Manchester,6525.21590582347,238865.479493004
E01005125,Manchester,6404.49532146014,229113.125745999
E01005126,Manchester,6819.66729436432,290778.208976498
E01005128,Manchester,666.112739842358,136541.807197003
E01005129,Manchester,2705.84863674263,430359.363728001
E01005130,Manchester,2251.2753894077,343905.339096991
E01005132,Manchester,2693.29910387327,398499.949400503
E01005133,Manchester,1912.47087336424,329273.965301
E01005135,Manchester,6558.87354756471,290832.880443502
E01005136,Manchester,5987.58462210247,348041.863895497
E01005138,Manchester,6087.63314043402,458205.563609499
E01005139,Manchester,6597.32181301173,355473.550246498
E01005140,Manchester,5449.09664292386,966961.755317003
E01005141,Manchester,5948.26761816539,675107.257875006
E01005142,Manchester,3541.75041062668,273606.079602498
E01005143,Manchester,3050.17280550202,175532.208505497
E01005145,Manchester,3416.92972172738,191432.976064001
E01005146,Manchester,3584.58371917635,603446.299438497
E01005147,Manchester,2569.42894816882,558960.291651998
E01005149,Manchester,3794.09194077409,145853.1557665
E01005150,Manchester,4362.31544263939,245218.086965998
E01005151,Manchester,4656.61299517126,190300.703237497
E01005152,Manchester,4322.02007552005,188346.363805998
E01005153,Manchester,4797.23805983358,175250.551663
E01005154,Manchester,4480.50216937778,152363.836856499
E01005155,Manchester,5115.40886796953,376162.678125995
E01005156,Manchester,4582.19223997372,268805.642513001
E01005157,Manchester,5474.36115982789,891093.681500996
E01005158,Manchester,5015.32917023883,341459.451653005
E01005159,Manchester,3969.42737903471,245972.014065999
E01005160,Manchester,6377.29677022023,3407170.790575
E01005161,Manchester,5083.71695251848,281777.886341997
E01005162,Manchester,4926.74322266705,287621.452495497
E01005163,Manchester,4832.89334071091,240330.182767001
E01005164,Manchester,4719.6808741932,620406.543774507
E01005165,Manchester,4391.25663898952,376746.355648499
E01005166,Manchester,4338.24465526155,275118.562160001
E01005167,Manchester,4163.51760737624,427652.614222499
E01005168,Manchester,7297.39174876801,344601.242306007
E01005169,Manchester,7550.3159438974,745263.816207494
E01005170,Manchester,8133.49802418376,706630.475813002
E01005171,Manchester,8006.05446597406,535450.806756506
E01005172,Manchester,6212.3841465865,309390.725841998
E01005173,Manchester,6993.30128801579,820334.388270008
E01005174,Manchester,6426.2437577109,206489.547130998
E01005175,Manchester,6760.54655992341,234603.0677805
E01005176,Manchester,6790.0117807336,274709.970859996
E01005177,Manchester,6934.52001681616,185397.207224504
E01005178,Manchester,3338.60694338676,212182.200821495
E01005179,Manchester,3405.29835998625,316328.865874002
E01005180,Manchester,3510.58364947296,516626.926716995
E01005181,Manchester,3830.5008298308,406840.747080503
E01005182,Manchester,3193.12653955899,203257.855368498
E01005183,Manchester,3789.87669216687,284863.405891001
E01005184,Manchester,3829.12966639653,420532.890057505
E01005185,Manchester,4194.45466647861,233704.366647503
E01005186,Manchester,4186.62858987811,735309.894944494
E01005187,Manchester,5785.09193341844,151963.063808001
E01005188,Manchester,6126.63855497755,676310.472674502
E01005189,Manchester,4933.2225192472,374730.675636495
E01005190,Manchester,5232.29327581482,221663.748930498
E01005191,Manchester,5418.97859407338,147994.908613002
E01005192,Manchester,6086.99062517053,655242.481551501
E01005193,Manchester,6105.70259474745,291235.725770507
E01005194,Manchester,4653.53233634275,247775.332527998
E01005195,Manchester,5164.9484437776,431003.742622499
E01005196,Manchester,5687.31918628564,481293.258340498
E01005197,Manchester,5374.682308618,292801.796960498
E01005198,Manchester,4629.43202318019,283211.393962005
E01005199,Manchester,5054.46808257377,136436.129848999
E01005200,Manchester,5482.56604423302,535052.430509005
E01005201,Manchester,4791.80576533434,228583.142150997
E01005202,Manchester,4200.48307632753,815030.503761497
E01005203,Manchester,3784.7748722853,643297.127191992
E01005205,Manchester,4684.51636842816,463832.859221998
E01005206,Manchester,4682.03086880164,336643.046828998
E01005207,Manchester,5117.38203554212,251533.232265503
E01005208,Manchester,1486.80895657083,461812.501030505
E01005209,Manchester,1825.74026139632,794036.009509496
E01005210,Manchester,1225.07662561128,217392.997283504
E01005212,Manchester,894.130136535793,278067.286294003
E01005213,Manchester,1161.42570888942,255852.451157503
E01005214,Manchester,1395.63507603931,240017.256161495
E01005215,Manchester,6220.88250187618,347834.563311999
E01005216,Manchester,5619.37797894495,318181.389324
E01005217,Manchester,5275.34108741704,318567.601713502
E01005218,Manchester,4959.48876866182,223249.982353498
E01005219,Manchester,4819.75428917579,245801.809807001
E01005220,Manchester,5343.97226341537,249175.551833
E01005221,Manchester,5285.56082990833,264025.258505998
E01005222,Manchester,5924.10657444574,422414.718029509
E01005223,Manchester,5299.8661275378,195541.414833002
E01005224,Manchester,4912.6380362863,288290.795448997
E01005225,Manchester,5230.05318925277,259246.498440495
E01005226,Manchester,5324.27592906453,216309.434105506
E01005227,Manchester,4518.03587919585,183458.079053498
E01005228,Manchester,4839.34871277725,393945.085367508
E01005229,Manchester,5790.0163834035,397839.247174997
E01005230,Manchester,3247.32256850993,200993.076317007
E01005231,Manchester,2927.07234641165,170624.827758998
E01005232,Manchester,3635.67308009444,889448.339508002
E01005233,Manchester,4280.81220096135,103451.490677501
E01005234,Manchester,4018.47481609879,200734.227938
E01005235,Manchester,4300.08481758446,315022.656956496
E01005236,Manchester,3406.9237194541,140325.359465501
E01005237,Manchester,3900.01729891145,161551.824599997
E01005238,Manchester,4410.01810088071,207500.280029002
E01005239,Manchester,2974.49795128331,268279.535422499
E01005240,Manchester,2744.97708591222,496192.241282507
E01005241,Manchester,3032.51523837566,198948.937512
E01005242,Manchester,2695.09547047979,184351.225797499
E01005243,Manchester,2220.35844597558,310707.731146001
E01005244,Manchester,2431.74744167817,189081.624076497
E01005245,Manchester,2197.88206660248,313544.236693001
E01005246,Manchester,2431.49896789412,141384.981402997
E01005247,Manchester,6926.55751741969,240122.179818999
E01005248,Manchester,6176.78466128216,349428.644304003
E01005249,Manchester,5888.98759907151,730045.511836996
E01005250,Manchester,6664.21468799386,319884.671791998
E01005251,Manchester,7185.95242707818,299321.212220502
E01005252,Manchester,6658.01304736761,266241.7022035
E01005253,Manchester,7034.75041761096,273291.116795004
E01005254,Manchester,7370.93332384591,243044.284084498
E01005255,Manchester,4962.78129783218,330215.111088502
E01005256,Manchester,4989.8734176286,799594.313459001
E01005257,Manchester,3841.562188119,1728446.92235051
E01005258,Manchester,5558.83642804125,298252.052793995
E01005259,Manchester,5165.17072124256,239727.007200999
E01005260,Manchester,5641.0717814558,359795.763541009
E01005261,Manchester,4739.13116085469,250334.839142502
E01005262,Manchester,7984.04201708693,275265.777695999
E01005263,Manchester,8047.77581230025,1168401.15884
E01005264,Manchester,7484.60547211698,416737.402471507
E01005265,Manchester,7807.02285796161,301582.675608494
E01005266,Manchester,7522.23451963544,322252.896822001
E01005267,Manchester,7060.90607706218,1177153.06136599
E01005268,Manchester,7177.12954160581,823717.3816415
E01005269,Manchester,8380.72981893656,594970.438395994
E01005270,Manchester,4442.11189477358,216344.395647504
E01005271,Manchester,4406.00312387425,182894.218611497
E01005272,Manchester,4683.18660782352,479675.780914
E01005273,Manchester,4607.2297956167,145427.377321001
E01005274,Manchester,4879.00677882038,253242.051007001
E01005275,Manchester,5249.02839137131,151028.692153999
E01005276,Manchester,5189.32288231124,201316.784718003
E01005277,Manchester,5645.47778770611,282469.159309997
E01005278,Manchester,4233.96309449051,232297.308354996
E01005279,Manchester,4289.60213853979,626935.948547498
E01005280,Manchester,4185.32401211262,286529.055044001
E01005281,Manchester,3758.92906364997,455237.818290498
E01005282,Manchester,4526.73673872142,366444.109298
E01005283,Manchester,4410.62434803042,155297.805904998
E01005284,Manchester,2770.31543119025,296545.700260002
E01005285,Manchester,2813.08522428335,115839.619951502
E01005286,Manchester,3290.91303964341,288984.0555505
E01005287,Manchester,3744.45199154241,214328.202921501
E01005288,Manchester,2971.05089930747,186211.749522498
E01005289,Manchester,9977.36170793458,227949.024331504
E01005290,Manchester,10210.7687622817,334462.566335496
E01005291,Manchester,10701.9726153051,407175.834736998
E01005292,Manchester,10738.3052027484,307475.631611502
E01005293,Manchester,11048.614720061,245985.310861498
E01005294,Manchester,11322.8963863436,437055.523314002
E01005295,Manchester,9166.18524461119,901027.560100501
E01005296,Manchester,3765.19184048187,224542.698750503
E01005297,Manchester,3338.13264131809,326930.202287001
E01005298,Manchester,3379.9419664468,181345.970266996
E01005299,Manchester,3735.19459714782,235673.123874496
E01005300,Manchester,4046.15857778242,273719.318504997
E01005301,Manchester,4077.1417320637,258972.909400002
E01005302,Manchester,2776.74633974721,267884.356474501
E01005304,Manchester,4985.06383774565,209975.385978996
E01005305,Manchester,5348.61353431915,328168.094758
E01005306,Manchester,6014.37303139809,332009.743698494
E01005307,Manchester,5383.90400581324,272303.268301004
E01005308,Manchester,5890.33087107236,333888.186315004
E01005309,Manchester,4668.51591916707,210286.174642002
E01005310,Manchester,4769.33011125572,155352.955495
E01005311,Manchester,5109.36163763505,209921.097267003
E01005312,Manchester,4837.55569410121,122174.706179501
E01005313,Manchester,11203.7906957813,283378.761025493
E01005314,Manchester,11579.6959937636,296863.712033505
E01005315,Manchester,11730.130085156,363984.799646
E01005316,Manchester,13385.6013866987,6872317.32272499
E01005317,Manchester,12287.6860426361,1963705.2282475
E01005318,Manchester,12187.8765167605,620414.783070993
E01005319,Manchester,11209.5245739213,466874.473095502
E01005320,Manchester,10967.3052166329,223569.175471496
E01005321,Manchester,11460.8212983341,766878.878412504
E01005322,Manchester,10703.7397205719,213924.572210004
E01005323,Manchester,10445.9342191988,278921.714494499
E01005324,Manchester,10821.2607150472,523059.409051502
E01005325,Manchester,11116.6251959682,337444.658375501
E01005326,Manchester,11517.175743483,223082.684027502
E01005327,Manchester,9758.96549830321,467099.5377785
E01005328,Manchester,10063.9680358015,496658.408048508
E01005329,Manchester,9179.56681162642,305451.624641002
E01005330,Manchester,8558.44216780422,2578629.44128848
E01005331,Manchester,9568.14078922124,227531.861699998
E01005332,Manchester,8895.65428178664,577148.416322507
E01005333,Manchester,9625.89066246266,242160.465062998
E01005334,Manchester,10225.826791601,295629.103608497
E01005335,Manchester,9993.20127839912,348474.127590496
E01005336,Manchester,10386.3528999466,375539.082431001
E01005337,Manchester,11152.568083716,245739.789283496
E01005338,Manchester,10565.3416391782,420642.001303505
E01005339,Manchester,10859.0438058284,1686390.78717149
E01005340,Manchester,10845.6389259037,334034.656678502
E01005341,Manchester,8417.20936536341,255064.540216497
E01005342,Manchester,8997.35193571054,256899.2381565
E01005343,Manchester,8629.15225823908,142699.829905497
E01005344,Manchester,8792.00952294315,263884.237794003
E01005345,Manchester,7818.80381675196,636473.645717997
E01005346,Manchester,7723.11817083506,383771.067581506
E01005347,Manchester,7989.75652606689,579039.926701002
E01005348,Manchester,11892.0871524931,194283.384842501
E01005349,Manchester,11175.9857017391,245776.471860002
E01005350,Manchester,11400.0164366965,497974.348052003
E01005351,Manchester,11025.2896955577,245362.192559001
E01005352,Manchester,10575.9325156187,180758.828288987
E01005353,Manchester,10657.5902892707,381175.618027502
E01005354,Manchester,11635.5997748924,526089.322826499
E01005355,Manchester,14285.9047785136,229037.751619004
E01005356,Manchester,13914.4601111191,338298.410206499
E01005357,Manchester,15884.8093189376,1358979.95793448
E01005358,Manchester,15283.4038448272,262069.7738755
E01005359,Manchester,15051.2191713621,1155691.0542855
E01005360,Manchester,14213.0070752718,942690.027059004
E01005361,Manchester,14543.9548184457,593422.334126494
E01005362,Manchester,7969.24913898315,295943.523161008
E01005363,Manchester,7179.83789357572,303725.830912002
E01005364,Manchester,7689.8026709029,243316.357410999
E01005365,Manchester,8214.07158830152,1029723.57307602
E01005366,Manchester,7251.79817300238,304651.202602
E01005367,Manchester,7301.68993295401,1903122.5341485
E01005368,Manchester,7534.66186978226,262846.472748493
E01005369,Manchester,6277.29861326534,530899.531281988
E01005370,Manchester,5905.14749139793,407895.691131505
E01005371,Manchester,6808.25001729257,342549.780865504
E01005372,Manchester,6603.38898614088,203311.5899595
E01005373,Manchester,6477.09432534243,189070.618575004
E01005374,Manchester,6075.32981622065,206659.565747499
E01005375,Manchester,6250.79858992236,464147.955905501
E01005376,Manchester,8477.83867450344,437974.422962994
E01005377,Manchester,9186.44542334302,230076.114545501
E01005378,Manchester,8546.16133376916,491840.332748507
E01005379,Manchester,9036.95622922213,175216.345139502
E01005380,Manchester,8562.17831693747,594213.304027496
E01005381,Manchester,9232.72793712406,318288.635426001
E01005382,Manchester,9285.10276339151,285081.895910997
E01005383,Manchester,12196.3284456648,472710.631292497
E01005386,Manchester,12715.8056474654,2058690.580541
E01005387,Manchester,14181.4353270648,258973.890189003
E01005388,Manchester,13775.9465985956,281267.247157502
E01005389,Manchester,13464.412754659,592165.109563
E01005390,Manchester,12870.1538995824,256215.865184995
E01005391,Manchester,12045.5588306821,1440051.543193
E01005392,Manchester,12738.7767592759,305311.54143901
E01005393,Manchester,11940.7145000996,383286.431243995
E01005394,Manchester,13325.1068443827,1886767.48873398
E01005395,Manchester,13584.6473210523,331921.551637507
E01005396,Manchester,12933.9563415225,433539.011646509
E01005397,Manchester,13284.3242904592,1232037.20086202
E01005398,Manchester,12549.257565219,534952.350140497
E01005399,Manchester,13373.1735238854,325288.206180495
E01005400,Manchester,13006.1973867265,387044.686725494
E01005401,Manchester,11825.5191817779,445632.678261004
E01005402,Manchester,12248.3592875985,360786.372653491
E01005403,Manchester,13544.3176356704,739908.6659745
E01005406,Manchester,15231.4655289767,1479103.92591798
E01005407,Manchester,16436.1524314123,3244839.84134901
E01005408,Manchester,16846.0349751882,993305.228043007
E01005409,Manchester,19965.7622125599,25683203.7003675
E01005410,Manchester,20652.8040963815,12979174.6461655
E01005411,Manchester,18471.9347927936,1748423.28278699
E01005412,Manchester,17388.470392962,1559909.8977795
E01005413,Manchester,14426.416177279,569920.875977005
E01005414,Manchester,19596.3305352416,18491680.3681115
E01005415,Manchester,18146.8684526158,1049812.48623799
E01005416,Manchester,16656.7030011,4122886.529447
E01005417,Manchester,15002.5503577336,2384422.7719425
E01005418,Manchester,14178.0806607494,276121.819137493
E01005419,Manchester,13861.880909513,246730.7478165
E01005420,Manchester,14507.798834871,452074.879516004
E01005421,Manchester,13565.8472840837,503951.472529502
E01005422,Manchester,13370.2600452842,444320.773478995
E01005427,Manchester,11883.8505022133,290491.880781499
E01005428,Manchester,12550.3876274363,277885.538123997
E01005429,Manchester,12117.7670874236,251816.003862
E01005430,Manchester,12189.3497754715,266760.534773502
E01005431,Manchester,12487.0890138115,439359.830579997
E01005432,Manchester,12417.5213094315,509614.990907995
E01005433,Manchester,11904.7872325062,579913.862392002
E01005434,Manchester,11053.5581265554,624082.922695
E01005435,Manchester,10306.8017978532,167880.482462502
E01005436,Manchester,9841.51055307956,222714.587879001
E01005437,Manchester,10320.2496576664,133502.134984998
E01005438,Manchester,10030.6734414642,688460.243086504
E01005439,Manchester,9754.60954104132,294848.587478002
E01005440,Manchester,9657.09171777697,1610377.31539299
E01005441,Manchester,16219.190825064,714396.225863508
E01005442,Manchester,16264.906600829,369826.106077997
E01005443,Manchester,16755.6226164483,4439720.2996725
E01005444,Manchester,15465.860532883,204749.947022994
E01005445,Manchester,15345.2245835017,231909.585348508
E01005446,Manchester,15507.0923146461,420530.700107499
E01005447,Manchester,14642.6824560748,725839.721329005
E01005448,Manchester,13130.4084763575,257711.445803995
E01005449,Manchester,13651.5095164952,464669.105871005
E01005450,Manchester,12881.6689516827,178668.420633004
E01005451,Manchester,13008.4001701189,320037.782104506
E01005452,Manchester,15935.44189664,990315.946172509
E01005453,Manchester,14894.6381517007,722187.060828011
E01005454,Manchester,14238.0063958335,508709.343180999
E01005455,Manchester,13904.3122070357,165112.456973497
E01005456,Manchester,13495.5247784803,232192.848778501
E01005459,Manchester,10752.610931126,335554.7176545
E01005460,Manchester,9538.5000854049,219082.348306995
E01005461,Manchester,10311.9374139094,235166.115482997
E01005462,Manchester,9775.93967560121,301845.569318999
E01005463,Manchester,9561.42582439626,149630.259665503
E01005464,Manchester,14823.6366605222,365718.704733506
E01005465,Manchester,15085.2940641345,558318.989231497
E01005466,Manchester,14387.8969948348,596071.581254998
E01005467,Manchester,13985.2184612162,1164179.469812
E01005468,Manchester,14760.6763784901,1974996.6288005
E01005469,Manchester,15567.919930764,301169.347863006
E01005470,Manchester,15675.9473317786,135447.662778502
E01005471,Manchester,15061.8427989889,402639.237485001
E01005472,Manchester,15329.721851133,541319.098635997
E01005473,Manchester,15231.8058295289,271511.373235503
E01005474,Manchester,14806.5345598956,953742.021324496
E01005475,Manchester,15332.4424006273,295371.093633996
E01005476,Manchester,12961.1513175523,1256852.30508252
E01005477,Manchester,13736.9228909889,446818.181701998
E01005478,Manchester,13324.1260336368,1831165.20291401
E01005479,Manchester,12491.288453993,1360687.328449
E01005480,Manchester,14480.7509576176,593355.545503003
E01005481,Manchester,14085.5907057541,397521.027712501
E01005482,Manchester,16649.4025379879,857658.967827997
E01005483,Manchester,16890.0096771245,183337.087259004
E01005484,Manchester,16065.9127299189,582620.824128996
E01005485,Manchester,15942.7915793996,242928.094852502
E01005486,Manchester,17374.4001198293,167638.523386
E01005487,Manchester,17082.4825832075,377101.070328495
E01005488,Manchester,18463.4983850603,3267613.37406849
E01005489,Manchester,18700.4497759174,526611.382442008
E01005490,Manchester,18887.8884372756,861451.303410999
E01005491,Manchester,18469.3082393429,506209.092718495
E01005492,Manchester,18190.7933780757,664465.561995
E01005493,Manchester,17692.9867507135,634972.716416998
E01005494,Manchester,17821.4584252926,380085.280623497
E01005495,Manchester,18135.994828335,636172.897840502
E01005496,Manchester,17536.2886226079,309340.409337002
E01005497,Manchester,13530.5499996272,449526.847014002
E01005498,Manchester,14145.8226583625,805764.328813989
E01005499,Manchester,17579.6905124354,19581787.8924181
E01005500,Manchester,13800.4879937807,1825978.62205649
E01005501,Manchester,13129.9601088462,588627.694667999
E01005502,Manchester,12625.6627831229,196158.043431497
E01005503,Manchester,11921.3891555193,359156.453505506
E01005504,Manchester,12685.6498723916,296603.9383465
E01005505,Manchester,12301.4312803087,688658.778402003
E01005506,Manchester,12249.1022452282,258778.114929503
E01005507,Manchester,12500.1019822216,926850.216927989
E01005508,Manchester,11020.7988054817,4357480.15082702
E01005509,Manchester,12895.6379915474,212891.892885993
E01005510,Manchester,13468.8715370579,225023.904552001
E01005511,Manchester,13213.5235990152,786003.082098498
E01005512,Manchester,12851.9966546513,226589.000604998
E01005513,Manchester,12655.3224283443,269476.598007502
E01005514,Manchester,12131.6211304743,2573805.248546
E01005515,Manchester,12066.7615435271,731083.635024999
E01005516,Manchester,19699.8399713431,275787.857864498
E01005517,Manchester,19506.454702682,593397.339186495
E01005518,Manchester,23651.4197674453,7823814.3165585
E01005519,Manchester,21328.052226529,1173272.29565949
E01005520,Manchester,22145.3089322546,1577922.9619615
E01005521,Manchester,21987.7478320267,16117733.2921486
E01005522,Manchester,21167.1677653379,269864.963153494
E01005523,Manchester,20406.4621886875,569611.110621004
E01005524,Manchester,9259.42484372965,298645.523178
E01005525,Manchester,10309.2674809777,489015.177188502
E01005526,Manchester,11264.8955948126,2420882.90694098
E01005527,Manchester,9735.52125590418,430357.035311496
E01005528,Manchester,9791.33112979102,304535.516825999
E01005529,Manchester,9236.12687152459,249204.735321503
E01005530,Manchester,8342.43409973906,410018.506251
E01005531,Manchester,7471.39809318561,420011.828639006
E01005532,Manchester,8120.18852522552,304148.689054494
E01005533,Manchester,8560.41818617311,377427.269659505
E01005534,Manchester,8857.04420025732,289587.943787502
E01005535,Manchester,8645.83625709662,298147.386040005
E01005536,Manchester,9832.92233481832,332159.800316998
E01005537,Manchester,10097.2369834956,255941.313909007
E01005538,Manchester,9764.26252616076,234065.197237502
E01005539,Manchester,9027.14637179716,468107.410771998
E01005540,Manchester,9540.54898943896,474781.402505003
E01005541,Manchester,9291.13637038493,259338.726081502
E01005542,Manchester,9221.42568947371,321533.548657995
E01005543,Manchester,11439.6409179583,3115422.11734351
E01005544,Manchester,7112.75027961519,391872.445431999
E01005545,Manchester,7403.81596312104,340185.969582003
E01005546,Manchester,8002.9590988513,1217201.91467299
E01005547,Manchester,7493.71603491892,481021.286825012
E01005548,Manchester,8489.78797806271,669004.158064994
E01005549,Manchester,7687.38786357161,557323.087081504
E01005550,Manchester,7871.74904002765,343329.875557999
E01005551,Manchester,9594.57009964752,299045.263719497
E01005552,Manchester,8751.64208899726,350002.672145505
E01005553,Manchester,8892.76569182783,287867.299515499
E01005554,Manchester,9623.20667316909,3138669.29380649
E01005555,Manchester,18633.4470289462,3503390.11896199
E01005556,Manchester,17252.3945895996,464535.477204001
E01005557,Manchester,17800.2938640194,280471.949530999
E01005558,Manchester,17468.0794927984,317341.977444506
E01005559,Manchester,17239.5179084702,677040.008104989
E01005560,Manchester,16360.3248392722,1263544.4186595
E01005561,Manchester,19250.049899434,11908288.9839676
E01005562,Manchester,16960.205084438,698170.133350494
E01005563,Manchester,16125.9890694588,441931.069348999
E01005564,Manchester,16040.4488219813,440876.432311003
E01005565,Manchester,15612.7698671941,297036.595321003
E01005566,Manchester,17521.4301552706,621073.584366995
E01005567,Manchester,16475.3580536337,1311665.57479552
E01005568,Manchester,16576.9591838603,195143.514997999
E01005569,Manchester,16749.2399808078,314216.934433995
E01005570,Manchester,17302.8388620841,774283.2524315
E01005571,Manchester,17612.96151842,4428111.31646749
E01005572,Manchester,16684.2338231289,346710.497792001
E01005573,Manchester,16241.8689457241,610165.549330993
E01005574,Manchester,16000.5497736228,999387.347878502
E01005575,Manchester,14953.9322204083,454484.034994497
E01005576,Manchester,15394.4336192463,673014.135516007
E01005577,Manchester,15509.9022542214,689338.070563014
E01005578,Manchester,18526.7395611565,367766.450703004
E01005579,Manchester,18090.7503676836,363258.300488501
E01005580,Manchester,17686.3153128805,418809.154633507
E01005581,Manchester,17997.622027484,296520.463841998
E01005583,Manchester,17223.6170322587,235550.738033001
E01005585,Manchester,17124.451407386,499193.934702499
E01005586,Manchester,19058.400883887,332932.613912
E01005587,Manchester,17003.4866642267,381380.949685494
E01005588,Manchester,16810.4697234507,397132.16977349
E01005589,Manchester,16920.0327304604,257934.924359006
E01005590,Manchester,16314.4371014098,510910.263951003
E01005591,Manchester,16771.8976316332,286490.784031499
E01005592,Manchester,16065.6041787221,683963.320856501
E01005593,Manchester,19885.8316001552,323247.852581001
E01005594,Manchester,20468.3134846006,4249670.4804155
E01005595,Manchester,19349.3681376412,221221.305359996
E01005596,Manchester,19140.8118133287,1359260.75110601
E01005597,Manchester,22108.8789379001,7115088.5047515
E01005598,Manchester,20590.239751294,447257.066778
E01005599,Manchester,6197.39218868313,475314.775754499
E01005600,Manchester,6498.07998554806,305236.465253494
E01005601,Manchester,7028.69544753991,198943.350749502
E01005602,Manchester,7146.49079738936,219241.591658003
E01005603,Manchester,7554.74990471234,235944.185367495
E01005604,Manchester,7720.11294777016,408536.463909002
E01005605,Manchester,8656.39227823968,1075009.21805901
E01005609,Manchester,2379.50463563574,353350.956855503
E01005610,Manchester,2273.57463241873,670964.314799999
E01005611,Manchester,2832.47932462896,419016.778061502
E01005612,Manchester,3079.10423555436,293523.720046
E01005613,Manchester,3290.64052870312,293139.954623499
E01005614,Manchester,3380.09432696231,164075.682759498
E01005615,Manchester,3208.19287324379,225337.794857499
E01005616,Manchester,14551.7284868709,391285.876889504
E01005617,Manchester,14035.0469250762,1433262.47066501
E01005618,Manchester,13131.4354610617,1515977.08297149
E01005619,Manchester,14515.1182131976,504671.767160004
E01005620,Manchester,12342.35040656,934468.276460501
E01005621,Manchester,14319.0516603906,8813784.79804351
E01005622,Manchester,4966.52294492531,162852.879999505
E01005623,Manchester,4527.96340324486,228105.679879006
E01005624,Manchester,4682.68169585282,289694.215564999
E01005625,Manchester,5780.29019152915,271858.211921501
E01005626,Manchester,5372.0442891236,354760.593072996
