"","dz","x","y"
"1945","S01008450",320488.11629984,669570.24056974
"1946","S01008451",320012.79714624,669525.85310483
"1947","S01008452",320196.07979258,669628.84317841
"1948","S01008453",320100.2250092,669779.20549223
"1949","S01008454",319322.61814241,669836.23586639
"1950","S01008455",318932.14529943,670295.07162967
"1951","S01008456",319217.69888456,670274.93699372
"1952","S01008457",319366.76557097,670439.84167806
"1953","S01008458",319568.57010389,670238.30143304
"1954","S01008459",319875.81080998,669956.477551
"1955","S01008460",320076.08735466,670301.53734445
"1956","S01008461",320388.94909343,670330.03989402
"1957","S01008462",320524.69920925,670157.23635495
"1958","S01008463",320779.68236284,670626.51755689
"1959","S01008464",320613.17540329,670901.92824551
"1960","S01008465",320333.72052414,670731.76058389
"1961","S01008466",320007.87556091,670650.77630407
"1962","S01008467",319845.25517674,670478.20649547
"1963","S01008468",319489.6911704,671065.66612226
"1964","S01008469",320263.04958021,671004.99971259
"1965","S01008470",320163.20511561,671214.97611155
"1966","S01008471",320058.71053201,671493.69708018
"1967","S01008472",320453.13538173,671442.25615317
"1968","S01008473",320740.04335589,671517.41949636
"1969","S01008474",320790.68506678,671777.6571026
"1970","S01008475",321175.35038606,671771.15106306
"1971","S01008476",321281.26926609,671962.40383786
"1972","S01008477",321639.98947902,672177.57702397
"1973","S01008478",321957.97288124,671915.74514002
"1974","S01008479",321573.13950832,671708.14642589
"1975","S01008480",321093.9645368,671553.16435762
"1976","S01008481",321099.0990956,671221.28251784
"1977","S01008482",321274.39624205,670907.64289566
"1978","S01008483",321051.59761998,670555.74435292
"1979","S01008484",321257.47824084,670497.44673231
"1980","S01008485",321700.75923278,670741.06642621
"1981","S01008486",321705.37243793,671278.50162865
"1982","S01008487",322105.59613162,671246.03996098
"1983","S01008488",322430.1060193,671289.72593883
"1984","S01008489",322374.03409087,671746.16633192
"1985","S01008490",322557.93598295,671539.89153433
"1986","S01008491",322761.45110424,671688.33764811
"1987","S01008492",322825.90637315,671975.88844174
"1988","S01008493",322474.653418,672109.12455288
"1989","S01008494",322479.76442196,672411.02643516
"1990","S01008495",322939.37382903,672460.35125438
"1991","S01008496",322990.03561953,672179.07562287
"1992","S01008497",323159.21405551,672167.34428872
"1993","S01008498",323278.35070136,672437.12660718
"1994","S01008499",323358.13179341,672756.16517847
"1995","S01008500",323532.25750563,672859.58775321
"1996","S01008501",323679.96464155,672959.17239022
"1997","S01008502",323005.46848764,672029.14080592
"1998","S01008503",323150.57277299,671916.26397041
"1999","S01008504",323097.47039164,671674.3424275
"2000","S01008505",323218.89989307,671798.87161502
"2001","S01008506",323574.19141112,671727.71184645
"2002","S01008507",323547.63268141,672061.27014256
"2003","S01008508",323280.67908055,671263.5443787
"2004","S01008509",322875.96832152,671139.90440267
"2005","S01008510",322372.99246427,670815.29431295
"2006","S01008511",322738.17556853,670200.44070241
"2007","S01008512",322293.35048542,670290.89061839
"2008","S01008513",322080.74499699,670019.57466207
"2009","S01008514",323374.00414099,670506.52146738
"2010","S01008515",323897.49810304,670689.3408203
"2011","S01008516",323865.2700177,670899.49943729
"2012","S01008517",324311.65256148,670824.59148491
"2013","S01008518",324175.82902792,670557.13919675
"2014","S01008519",324074.60012726,670329.39705693
"2015","S01008520",324687.25204837,670011.55676826
"2016","S01008521",324008.5679633,669801.00784311
"2017","S01008522",323596.33053128,670035.04531318
"2018","S01008523",323369.72878823,669786.07272425
"2019","S01008524",323737.1594936,669364.61283012
"2020","S01008525",323356.44774663,669285.66433667
"2021","S01008526",322852.07259294,669443.03186866
"2022","S01008527",323005.83626057,669118.33263789
"2023","S01008528",323125.05466232,668903.45427047
"2024","S01008529",323309.46963655,668702.83644137
"2025","S01008530",323535.33482902,668929.02816427
"2026","S01008531",323682.57656836,669065.05150014
"2027","S01008532",323796.64176656,668688.60262729
"2028","S01008533",323494.44205265,668506.56174469
"2029","S01008534",323241.20025436,668243.86610015
"2030","S01008535",323754.77684518,668161.86066973
"2031","S01008536",324033.03381475,668468.23167253
"2032","S01008537",324222.20094031,668128.90087592
"2033","S01008538",324474.56194156,668399.03356826
"2034","S01008539",324221.47648854,668834.48024835
"2035","S01008540",324260.80884066,669238.55019129
"2036","S01008541",324828.73873465,669022.82447464
"2037","S01008542",324828.52931182,668627.78974414
"2038","S01008543",325217.80607344,668823.97704083
"2039","S01008544",325447.50796838,668420.74300201
"2040","S01008545",325234.33251095,668086.85577329
"2041","S01008546",324838.72770278,667600.20135176
"2042","S01008547",328203.33839566,667796.40410522
"2043","S01008548",328575.50445296,667790.38005065
"2044","S01008549",328567.60121613,667882.55802562
"2045","S01008550",326450.95945259,668536.38605148
"2046","S01008551",327034.72944535,668520.53111038
"2047","S01008552",326986.78801733,668201.02981808
"2048","S01008553",327562.21227152,667990.03465786
"2049","S01008554",327702.48214415,667644.2965362
"2050","S01008555",327897.33826987,668070.57318793
"2051","S01008556",327524.04420479,668495.36336101
"2052","S01008557",327848.924821,668538.09408975
"2053","S01008558",327537.19369291,668869.48391742
"2054","S01008559",328406.10695071,668711.61110101
"2055","S01008560",328486.27275039,668316.69121279
"2056","S01008561",328552.27453491,668841.94527546
"2057","S01008562",328831.6377288,668574.33116838
"2058","S01008563",329079.04660831,668563.78647149
"2059","S01008564",329449.93265951,668756.53237279
"2060","S01008565",329248.39469365,669047.31716882
"2061","S01008566",329499.78068568,669340.69080955
"2062","S01008567",329277.8280027,669557.29485092
"2063","S01008568",329055.12126144,670110.02318427
"2064","S01008569",328939.25651778,669949.3605904
"2065","S01008570",328973.90294481,669669.43470649
"2066","S01008571",328890.44592794,669292.42847199
"2067","S01008572",328649.72178326,669674.82157542
"2068","S01008573",328613.53779446,669166.89461052
"2069","S01008574",328201.25941524,668926.70334993
"2070","S01008575",327981.48640428,669252.20484809
"2071","S01008576",327999.95325506,669653.28923698
"2072","S01008577",327467.1613268,669312.98304887
"2073","S01008578",327218.55148643,669683.32909063
"2074","S01008579",325939.14094719,669510.22414309
"2075","S01008580",327376.54456609,670276.17680817
"2076","S01008581",327571.7397547,670066.14439707
"2077","S01008582",327693.03572617,669839.10592589
"2078","S01008583",327864.86201207,670252.05532146
"2079","S01008584",328210.8627866,670326.49799211
"2080","S01008585",328256.39041124,670687.23719127
"2081","S01008586",327850.25362174,670620.95243707
"2082","S01008587",326443.42752867,670591.29722625
"2083","S01008588",326133.09055837,671028.43980133
"2084","S01008589",326183.6222289,671350.06254729
"2085","S01008590",326378.90853728,671218.47207449
"2086","S01008591",326565.16474793,671297.88896454
"2087","S01008592",326535.76813072,670908.19625185
"2088","S01008593",326903.31509949,671047.7345529
"2089","S01008594",327040.88026699,671354.17778584
"2090","S01008595",327838.96806834,671427.3153632
"2091","S01008596",327558.18181743,671653.80976913
"2092","S01008597",327839.96656408,672020.06829723
"2093","S01008598",327265.76735995,671893.78835822
"2094","S01008599",327111.84821581,671665.81246178
"2095","S01008600",326813.64698599,672060.15749266
"2096","S01008601",326850.75305906,672395.65577143
"2097","S01008602",326698.75050879,672704.58442767
"2098","S01008603",326547.86866791,672622.25803048
"2099","S01008604",326567.03244048,671935.19769998
"2100","S01008605",326347.9020611,671960.74164415
"2101","S01008606",326433.02545693,671589.64592111
"2102","S01008607",326139.69281838,671759.43176913
"2103","S01008608",325846.66478784,671482.13068777
"2104","S01008609",325705.38821546,671106.01269007
"2105","S01008610",325706.02542924,671866.74220801
"2106","S01008611",326152.5506845,672232.27447706
"2107","S01008612",326105.26144907,672452.3259936
"2108","S01008613",325865.84152253,672265.4746395
"2109","S01008614",325545.11156607,672468.45774857
"2110","S01008615",325651.34885301,672275.49249672
"2111","S01008616",325541.14002101,672168.19747013
"2112","S01008617",325335.68782954,672031.08129593
"2113","S01008618",325403.88771392,672144.66225044
"2114","S01008619",325259.98853422,672228.94718648
"2115","S01008620",325381.01954307,672310.17863693
"2116","S01008621",325297.694953,672403.37650842
"2117","S01008622",325087.37497216,672357.65204609
"2118","S01008623",325064.34140012,672050.32967648
"2119","S01008624",325258.72764661,671459.33964284
"2120","S01008625",325124.53428841,670775.0050696
"2121","S01008626",324610.01068175,670503.29178074
"2122","S01008627",324728.9359337,670844.72232372
"2123","S01008628",324863.64801468,671282.78187266
"2124","S01008629",324702.83987923,671413.61602538
"2125","S01008630",324569.21050353,671294.71803026
"2126","S01008631",324465.2727788,671140.93682484
"2127","S01008632",324064.55578187,671141.18110724
"2128","S01008633",323832.11089049,671491.42591598
"2129","S01008634",324119.28790128,672060.17926943
"2130","S01008635",324449.00354737,671880.22646236
"2131","S01008636",324430.64751869,671603.24295233
"2132","S01008637",324808.96731441,671908.9925999
"2133","S01008638",324749.04713155,672594.64125837
"2134","S01008639",324564.73887121,672512.54542217
"2135","S01008640",324604.11492857,672352.55977038
"2136","S01008641",324577.13951555,672086.90747142
"2137","S01008642",324362.86562201,672194.33008917
"2138","S01008643",324388.81651943,672363.69787469
"2139","S01008644",324180.12692174,672427.13351876
"2140","S01008645",323968.29564873,672263.29399501
"2141","S01008646",323794.88695382,672176.66046693
"2142","S01008647",323568.62356171,672293.22610431
"2143","S01008648",323641.73088007,672509.36934203
"2144","S01008649",323764.15692404,672366.32621221
"2145","S01008650",323946.98524718,672409.6157494
"2146","S01008651",324253.25403789,672722.08861165
"2147","S01008652",323943.46005729,672594.59022311
"2148","S01008653",323753.44489343,672746.01457565
"2149","S01008654",323940.63931791,672850.19728955
"2150","S01008655",324038.69041981,673091.01302165
"2151","S01008656",324080.85215008,672922.85234653
"2152","S01008657",324177.58221522,673042.41615785
"2153","S01008658",324418.75656601,672995.42250711
"2154","S01008659",324639.87597833,673152.74203253
"2155","S01008660",324660.31549844,673418.88149908
"2156","S01008661",325151.7570529,673181.11685833
"2157","S01008662",324978.36418836,673100.00403607
"2158","S01008663",324975.95452365,672967.65973469
"2159","S01008664",324940.39669058,672754.84265943
"2160","S01008665",324716.31092663,672818.41463423
"2161","S01008666",325097.91018612,672549.46688283
"2162","S01008667",325564.95476025,672721.55040424
"2163","S01008668",326413.91971722,672316.7226556
"2164","S01008669",326418.52734109,672460.43683902
"2165","S01008670",326334.2869387,672597.76260551
"2166","S01008671",326255.40826083,672752.02558554
"2167","S01008672",326293.6626679,672871.51003989
"2168","S01008673",325750.19263142,672972.49313246
"2169","S01008674",325592.6213963,673378.05026941
"2170","S01008675",325285.6200583,673496.04389517
"2171","S01008676",325929.25257818,674183.42656732
"2172","S01008677",325557.79930142,673849.78114405
"2173","S01008678",325831.51461174,673396.57549967
"2174","S01008679",326091.54859229,673528.2194587
"2175","S01008680",326089.20396531,673108.46383873
"2176","S01008681",326271.15660194,673098.63587526
"2177","S01008682",326482.35251951,672990.50350299
"2178","S01008683",326307.02715235,673319.76658665
"2179","S01008684",327452.56908305,673219.51266031
"2180","S01008685",326490.47896821,673819.75751786
"2181","S01008686",327153.22935425,674045.93532034
"2182","S01008687",327125.12981529,674144.19956736
"2183","S01008688",327332.9761065,674208.53207981
"2184","S01008689",327058.47371438,674580.90128917
"2185","S01008690",327319.36468613,674534.07309189
"2186","S01008691",327809.34134632,674301.08515535
"2187","S01008692",327657.97844661,674704.08936973
"2188","S01008693",328113.81958856,674512.86631215
"2189","S01008694",328020.15056485,674101.53393508
"2190","S01008695",328317.36771715,674116.47000576
"2191","S01008696",328279.01705468,673943.04187475
"2192","S01008697",328497.77461418,673402.63889881
"2193","S01008698",328835.9456462,673379.70926416
"2194","S01008699",328771.63218164,673073.00922992
"2195","S01008700",328831.37284599,672502.84170457
"2196","S01008701",329261.3173057,671873.74861264
"2197","S01008702",328653.68741061,671840.33990879
"2198","S01008703",328649.81979898,671458.63873214
"2199","S01008704",329339.52444031,670523.85412383
"2200","S01008705",329104.2616789,671560.14989436
"2201","S01008706",329785.8988965,671846.83539066
"2202","S01008707",329795.37634881,671518.62023515
"2203","S01008708",329875.77062841,671199.98180431
"2204","S01008709",330045.39185197,671633.4000136
"2205","S01008710",330026.04428025,671955.02028619
"2206","S01008711",330328.8113771,671798.3850905
"2207","S01008712",330102.84819776,672299.60250079
"2208","S01008713",330646.9036436,672585.36649036
"2209","S01008714",330568.64173775,672774.50829563
"2210","S01008715",331085.54201142,672660.5215262
"2211","S01008716",330992.48952872,673057.45628587
"2212","S01008717",330981.77448353,672302.23036019
"2213","S01008718",330630.4189292,672199.0493634
"2214","S01008719",330688.51784784,671832.87134207
"2215","S01008720",331555.5719031,671733.35334605
"2216","S01008721",331959.9083619,672459.03163848
"2217","S01008722",332215.95310099,673155.79777321
"2218","S01008723",331598.91431728,672795.15328185
"2219","S01008724",331513.75357894,673137.71778174
"2220","S01008725",331486.47855793,673486.44802131
"2221","S01008726",331106.90003128,673445.66344626
"2222","S01008727",331015.14857958,673752.00109202
"2223","S01008728",330688.53312673,673681.58844369
"2224","S01008729",330415.88449589,673769.17244245
"2225","S01008730",330677.60909735,674049.47295745
"2226","S01008731",330449.13905021,674151.43008198
"2227","S01008732",330317.02093535,673981.68953109
"2228","S01008733",329866.17732794,674577.20408075
"2229","S01008734",330440.57542168,673337.71290682
"2230","S01008735",330118.22708008,673029.72696708
"2231","S01008736",329966.38761308,672625.47831763
"2232","S01008737",329525.08943979,673019.49059951
"2233","S01008738",329736.37238758,673229.44402136
"2234","S01008739",329469.61759566,673574.73963357
"2235","S01008740",329655.16686236,673835.88639153
"2236","S01008741",329319.86762864,673869.72110225
"2237","S01008742",328997.40356363,674085.07385944
"2238","S01008743",329215.98448398,673320.39866489
"2239","S01008744",329022.95052945,673650.92698748
"2240","S01008745",328670.43238228,673965.52425328
"2241","S01008746",328530.25331465,674252.7999732
"2242","S01008747",329686.67107764,674201.2209596
"2243","S01008748",329473.57088794,674543.1709824
"2244","S01008749",329092.66396313,675056.19264804
"2245","S01008750",329126.87273546,674486.24950446
"2246","S01008751",328694.84970688,674410.51298865
"2247","S01008752",328782.49335622,674645.99362995
"2248","S01008753",328621.62029708,674867.76129346
"2249","S01008754",328386.17950924,674846.75842253
"2250","S01008755",328445.62125896,674592.70556816
"2251","S01008756",328148.92269449,674781.86395825
"2252","S01008757",327876.61510469,674848.58711533
"2253","S01008758",328201.31487013,675052.07759833
"2254","S01008759",328264.17592623,675259.25667193
"2255","S01008760",328002.53090919,675272.77254548
"2256","S01008761",327747.46558599,675188.99499259
"2257","S01008762",327644.10988943,675319.49643717
"2258","S01008763",327607.03383742,675440.75187112
"2259","S01008764",327472.07308382,675560.41692732
"2260","S01008765",327701.9767732,675694.3073518
"2261","S01008766",328009.27550855,675631.30630715
"2262","S01008767",328292.54460339,675584.01488878
"2263","S01008768",327755.11383931,676610.36332846
"2264","S01008769",326422.13567449,677194.57503972
"2265","S01008770",326038.44672539,677544.4792314
"2266","S01008771",325643.9257617,677366.08746328
"2267","S01008772",325555.0697726,676910.28907268
"2268","S01008773",325729.32810428,676951.1079609
"2269","S01008774",326161.47569064,676766.00378535
"2270","S01008775",326153.64526581,676538.02742757
"2271","S01008776",326403.51948168,676551.7102803
"2272","S01008777",326579.06577608,676612.5182995
"2273","S01008778",326934.53425809,676560.63902645
"2274","S01008779",327224.75207583,676675.0520296
"2275","S01008780",327368.4617989,676498.00614723
"2276","S01008781",327556.39648874,676379.25712147
"2277","S01008782",327267.35798071,676210.81478455
"2278","S01008783",327169.15701584,676314.13609865
"2279","S01008784",327133.95053478,676418.44150153
"2280","S01008785",327034.83224792,676141.27108406
"2281","S01008786",326888.81946463,676140.42908978
"2282","S01008787",326825.19567564,676267.81644676
"2283","S01008788",326752.09756614,676319.71173469
"2284","S01008789",326515.22856564,676187.20107448
"2285","S01008790",326783.89734014,675942.68271588
"2286","S01008791",326681.01255035,675749.65059166
"2287","S01008792",327380.44369935,675903.05687446
"2288","S01008793",327060.91714698,675774.50417281
"2289","S01008794",327238.22299605,675446.52502488
"2290","S01008795",327073.34468012,675349.89270457
"2291","S01008796",326915.75056601,675554.26779923
"2292","S01008797",326825.01794734,675349.26099879
"2293","S01008798",327062.23731293,675175.40651048
"2294","S01008799",327449.4367455,675015.50359624
"2295","S01008800",327231.0999843,674932.72214842
"2296","S01008801",327044.52454343,674832.24999366
"2297","S01008802",326880.3843074,675006.3581839
"2298","S01008803",326694.72367121,675142.54090487
"2299","S01008804",326646.67916881,674976.59699686
"2300","S01008805",326523.00383889,674933.21895721
"2301","S01008806",326633.19244018,674801.83065246
"2302","S01008807",326929.75442348,674711.9119603
"2303","S01008808",326795.31959764,674605.07825651
"2304","S01008809",326478.58832591,674275.34359616
"2305","S01008810",326605.23785233,674596.89296049
"2306","S01008811",326304.48878927,674609.37222132
"2307","S01008812",326382.86580822,674776.38271618
"2308","S01008813",326328.97078795,675269.18601207
"2309","S01008814",326553.52050634,675326.97227882
"2310","S01008815",326521.57504701,675510.01804397
"2311","S01008816",326400.09523409,675776.56359461
"2312","S01008817",326184.76255673,676036.62532046
"2313","S01008818",325909.96725639,675894.32931224
"2314","S01008819",325734.32243871,676160.60158913
"2315","S01008820",326191.98043376,676315.62911535
"2316","S01008821",325979.60568826,676461.77887256
"2317","S01008822",325709.72930719,676655.74179821
"2318","S01008823",325440.24367019,676321.66324109
"2319","S01008824",325296.10744299,676548.83491575
"2320","S01008825",325214.52639405,676853.14124839
"2321","S01008826",324910.93603862,676858.79518217
"2322","S01008827",324657.04687545,676709.30565269
"2323","S01008828",324355.85113687,676660.54666314
"2324","S01008829",324242.85903946,676122.54920409
"2325","S01008830",324673.30374477,676177.14466718
"2326","S01008831",324884.63892171,676490.49644516
"2327","S01008832",324034.59783375,675501.40376118
"2328","S01008833",324564.76967188,675825.73447764
"2329","S01008834",324818.24238743,675388.31527771
"2330","S01008835",325272.34065255,675877.5739027
"2331","S01008836",325772.67400578,675620.33434799
"2332","S01008837",325608.5065242,675394.78467362
"2333","S01008838",325312.61722552,675221.11531908
"2334","S01008839",325625.43764781,675082.95850354
"2335","S01008840",325826.92895343,675046.51219822
"2336","S01008841",326009.9559719,675258.16685704
"2337","S01008842",326149.34943272,675515.55128758
"2338","S01008843",326306.75347483,675025.66828685
"2339","S01008844",326100.60768431,675041.5912153
"2340","S01008845",326072.1009448,674751.12663022
"2341","S01008846",325825.8494058,674730.9231226
"2342","S01008847",325713.58701083,674567.77646219
"2343","S01008848",325606.86967588,674562.68393349
"2344","S01008849",325285.18353997,674249.15568859
"2345","S01008850",325089.37359804,674409.68832335
"2346","S01008851",324832.42343331,674441.46881268
"2347","S01008852",324609.8516223,674095.39081193
"2348","S01008853",325483.61911435,674752.21390738
"2349","S01008854",325316.16923917,674597.40317396
"2350","S01008855",325178.57396084,674755.0146285
"2351","S01008856",325254.12940045,674964.96470676
"2352","S01008857",324888.22683935,674926.37538925
"2353","S01008858",324578.63843023,674836.50988024
"2354","S01008859",324756.73557613,674665.79694123
"2355","S01008860",324541.99960633,674491.03362482
"2356","S01008861",324362.82877832,674251.33438445
"2357","S01008862",324305.51057702,674534.00365311
"2358","S01008863",324223.11428126,674787.74752322
"2359","S01008864",323585.28135829,675092.54968988
"2360","S01008865",323773.55074362,674455.388731
"2361","S01008866",324056.5374679,674531.50291778
"2362","S01008867",324003.08855613,674260.43005776
"2363","S01008868",324661.05739006,673792.13630078
"2364","S01008869",324161.65227256,673880.15001185
"2365","S01008870",323658.66747307,673899.20741802
"2366","S01008871",323982.86771721,673484.99962197
"2367","S01008872",323821.16548455,673256.86137798
"2368","S01008873",323363.68984555,673441.58074309
"2369","S01008874",323298.71012598,673042.14300153
"2370","S01008875",322912.19983825,672929.58525177
"2371","S01008876",322459.60582544,672912.39450045
"2372","S01008877",322006.85220338,672946.37436139
"2373","S01008878",321970.68067581,672735.38793114
"2374","S01008879",321346.86487707,672446.76212695
"2375","S01008880",321477.72928174,672864.2575396
"2376","S01008881",321722.38162988,673213.41898371
"2377","S01008882",322631.09349393,673368.24465579
"2378","S01008883",322627.27632773,673679.10229393
"2379","S01008884",322389.51262308,674079.10796237
"2380","S01008885",322912.50023602,674113.62114692
"2381","S01008886",323470.3714183,674191.28635523
"2382","S01008887",323327.0814589,674599.4451713
"2383","S01008888",323416.58468258,675575.59735188
"2384","S01008889",323038.95582578,675544.2333975
"2385","S01008890",322982.5589358,675014.88122026
"2386","S01008891",322702.71988242,674587.60598259
"2387","S01008892",322203.49220155,674489.14558366
"2388","S01008893",321788.51244494,674663.5175513
"2389","S01008894",321597.98718891,673912.48683856
"2390","S01008895",321103.96217146,674676.11198772
"2391","S01008896",320781.99162816,674624.3883116
"2392","S01008897",320804.14449247,674982.06231859
"2393","S01008898",321660.2277189,675007.97586259
"2394","S01008899",321638.39216031,675361.53159515
"2395","S01008900",321977.26477799,675237.40092526
"2396","S01008901",322315.37152146,675135.22063288
"2397","S01008902",322643.62095943,675280.13519762
"2398","S01008903",322358.30948376,675507.8979007
"2399","S01008904",322448.67779891,675761.43546491
"2400","S01008905",322075.95501823,676064.99273823
"2401","S01008906",322346.30074011,676020.26492959
"2402","S01008907",322583.40527138,676171.20274676
"2403","S01008908",322881.54375048,676047.72849401
"2404","S01008909",323031.47613305,676319.09960484
"2405","S01008910",323411.98765865,676316.04517846
"2406","S01008911",323292.12170093,675963.51856906
"2407","S01008912",323858.99658671,676080.10874076
"2408","S01008913",323612.54106419,676368.92285961
"2409","S01008914",323972.81151426,676425.17121251
"2410","S01008915",324080.90333853,676688.12042631
"2411","S01008916",323782.06835427,676849.40577661
"2412","S01008917",323472.01461143,676617.56737337
"2413","S01008918",323446.46830722,676807.89477862
"2414","S01008919",323439.24001396,676935.03495069
"2415","S01008920",323418.78296061,677369.52472004
"2416","S01008921",323150.96102341,676937.47823383
"2417","S01008922",323106.56421165,676507.07254079
"2418","S01008923",322778.12305204,676554.89887838
"2419","S01008924",322425.62137047,676512.71612769
"2420","S01008925",322191.77022631,676361.69575417
"2421","S01008926",322006.30216144,676494.199504
"2422","S01008927",321928.23339103,676661.95052809
"2423","S01008928",321615.66914129,676846.34901034
"2424","S01008929",321540.39221604,676306.36843151
"2425","S01008930",321637.35272898,676080.76312526
"2426","S01008931",321796.51792803,675747.43740595
"2427","S01008932",321464.54063972,675604.18459604
"2428","S01008933",321380.50603548,675928.2435605
"2429","S01008934",321179.04206813,675981.68642379
"2430","S01008935",321118.97024828,675652.29978489
"2431","S01008936",321037.89351901,675238.72328763
"2432","S01008937",320780.15898656,675406.98576541
"2433","S01008938",320657.00750044,675770.37465077
"2434","S01008939",320102.77820673,676482.26400864
"2435","S01008940",319793.18422717,675713.31914779
"2436","S01008941",319046.96327861,676703.8731858
"2437","S01008942",318632.36803636,676352.36061103
"2438","S01008943",318626.15143124,675984.48564247
"2439","S01008944",318672.14230547,675520.08825838
"2440","S01008945",317852.85632374,674994.02040421
"2441","S01008946",318416.67290584,675016.90042015
"2442","S01008947",319326.29720637,675110.47763293
"2443","S01008948",319291.24290966,674811.98987961
"2444","S01008949",319703.36989523,674681.51136156
"2445","S01008950",320208.34023014,674752.61937601
"2446","S01008951",319801.90260542,674232.90225928
"2447","S01008952",319579.99959514,673988.55280783
"2448","S01008953",319323.88918523,674100.54490561
"2449","S01008954",319278.62819801,674466.04183742
"2450","S01008955",318718.51705903,674676.45689093
"2451","S01008956",318509.39680659,674339.15053189
"2452","S01008957",318845.98050861,674295.83267642
"2453","S01008958",318723.8360061,673917.91333982
"2454","S01008959",318327.28180629,673906.93545372
"2455","S01008960",318284.67716233,673356.1044772
"2456","S01008961",318529.66234151,673654.77485323
"2457","S01008962",318768.02634248,673335.61722007
"2458","S01008963",318512.21144844,672968.85423295
"2459","S01008964",319051.29830539,673001.12293192
"2460","S01008965",319074.95435497,673454.71652951
"2461","S01008966",318967.83326731,673885.50217795
"2462","S01008967",319416.79159117,673446.44222842
"2463","S01008968",319829.50572974,673689.19806386
"2464","S01008969",320272.56104387,674057.38128718
"2465","S01008970",319801.65232073,673159.10480272
"2466","S01008971",320294.10824637,673320.00965471
"2467","S01008972",320363.9530057,673044.18746269
"2468","S01008973",320901.74912816,673604.19044705
"2469","S01008974",319671.71806138,672854.81321297
"2470","S01008975",319754.68515626,672639.6401137
"2471","S01008976",320003.6945627,672457.11523337
"2472","S01008977",320412.42631361,672591.21123923
"2473","S01008978",320742.71585222,672397.15509487
"2474","S01008979",320747.48754206,672128.79717278
"2475","S01008980",320498.12779248,672065.96399303
"2476","S01008981",320125.39593045,672273.87802489
"2477","S01008982",320231.82148048,671949.24936253
"2478","S01008983",319965.43484376,671723.85685491
"2479","S01008984",319949.61935782,671955.41411998
"2480","S01008985",319539.64303033,671849.12495808
"2481","S01008986",319628.32430169,672300.51649733
"2482","S01008987",319287.11464588,672288.62870468
"2483","S01008988",318910.15686928,672594.30521242
"2484","S01008989",319071.86362376,672068.04778695
"2485","S01008990",318861.9597219,671709.26260552
"2486","S01008991",318566.21158531,672206.81360516
"2487","S01008992",318167.93768602,671640.67054154
"2488","S01008993",316035.26022311,672597.15417934
"2489","S01008994",313583.38554606,670625.83282427
"2490","S01008995",313901.64997031,670870.0255196
"2491","S01008996",314086.03042272,671649.75183059
"2492","S01008997",311715.21978753,671724.62616586
"2493","S01008998",312191.28121709,674123.86741729
"2494","S01008999",312451.3407544,674427.92698548
"2495","S01009000",313798.73959315,674933.0778624
"2496","S01009001",311985.47265525,674778.787226
"2497","S01009002",314407.20009652,676826.13853589
"2498","S01009003",313890.73044201,677974.22754442
"2499","S01009004",313595.37264301,677471.31838654
"2500","S01009005",313050.61967444,677470.05313784
"2501","S01009006",313079.03893543,677779.08729551
"2502","S01009007",313342.94833175,677826.62131862
"2503","S01009008",312718.59419114,678095.42565801
"2504","S01009009",312320.72071993,678515.77259232
"2505","S01009010",312153.72456175,678163.22601604
"2506","S01009011",312226.99563989,677835.29855572
"2507","S01009012",311791.27322873,677935.87213653
"2508","S01009013",311400.48993307,678313.16112563
"2509","S01009014",62422.44444129,791498.99158534
"2510","S01009015",68657.87354869,802516.48885487
"2511","S01009016",78189.29179855,815689.50728331
"2512","S01009017",75323.66152133,823010.42090307
"2513","S01009018",79335.19837204,833764.1975775
"2514","S01009019",82798.68516227,850295.13773697
"2515","S01009020",80008.55667054,854681.04450849
"2516","S01009021",74438.75583819,871473.41894212
"2517","S01009022",89246.06473187,868776.60949656
"2518","S01009023",107211.94117229,893022.86219172
"2519","S01009024",111594.59088762,908200.50206289
"2520","S01009025",129988.34785744,914663.40203468
"2521","S01009026",137881.16322183,928422.33033611
"2522","S01009027",113181.76106759,927207.90552708
"2523","S01009028",122649.89739325,936985.90544048
"2524","S01009029",124592.13075275,943027.57199119
"2525","S01009030",132985.75461943,944104.81972111
"2526","S01009031",139563.67122378,950306.29903949
"2527","S01009032",148967.57268897,956034.99547633
"2528","S01009033",155485.03927814,970995.80354635
"2529","S01009034",150085.61207922,946564.35513224
"2530","S01009035",147743.22247142,940109.84415324
"2531","S01009036",139511.14213838,938107.37268728
"2532","S01009037",143232.91014005,936211.50608423
"2533","S01009038",141385.91062562,933851.95598459
"2534","S01009039",142352.69505643,934184.59148741
"2535","S01009040",142593.43415828,933607.24446484
"2536","S01009041",142678.91712075,932874.50971865
"2537","S01009042",143611.80541189,932637.08153016
"2538","S01009043",143421.92444046,933047.40531991
"2539","S01009044",142963.57865323,933552.36143108
"2540","S01009045",143954.68887638,933810.29681549
"2541","S01009046",145479.95493212,932355.90896973
"2542","S01009047",152306.35665971,933930.36198398
"2543","S01009048",151154.88189428,930976.45684197
"2544","S01009049",155259.1993709,934672.13136286
"2545","S01009050",280289.30828186,684537.40933788
"2546","S01009051",280403.73609487,683545.16694009
"2547","S01009052",280823.50545882,683275.86048512
"2548","S01009053",280504.75194601,682895.87948847
"2549","S01009054",280386.45319187,683249.16498583
"2550","S01009055",277201.16740371,682187.55259987
"2551","S01009056",280656.53638541,682660.92419728
"2552","S01009057",280991.36910971,682750.84196808
