"","dz","x","y"
"637","S01007142",348731.87796579,733251.50994797
"638","S01007143",355935.85961383,735232.57641051
"639","S01007144",354571.96656535,734974.26485877
"640","S01007145",348454.22344212,732144.84205257
"641","S01007146",349070.22714542,732116.11062421
"642","S01007147",348970.95766321,732455.57239626
"643","S01007148",348595.10909836,732643.91126807
"644","S01007149",349103.10766185,732781.79283515
"645","S01007150",349515.6024422,732670.05905671
"646","S01007151",349313.78489873,733106.01963724
"647","S01007152",350202.56069476,733028.2869909
"648","S01007153",349923.73422414,733068.10770971
"649","S01007154",349783.35239791,732350.21498524
"650","S01007155",350146.74229508,732666.70648396
"651","S01007156",353921.14169491,734421.59255425
"652","S01007157",354513.59049293,734184.95019551
"653","S01007158",354788.03777145,734136.45296935
"654","S01007159",355206.26229709,734289.97056391
"655","S01007160",355008.77472503,734614.98518283
"656","S01007161",355705.64970853,734327.10708727
"657","S01007162",356135.73204771,734248.63444902
"658","S01007163",355645.5612893,734910.81790834
"659","S01007164",356011.76502077,734646.58044462
"660","S01007165",356496.45239549,734726.64143227
"661","S01007166",357033.70777824,734679.81467429
"662","S01007167",357348.92898077,735063.05480285
"663","S01007168",356779.14788151,735354.82096906
"664","S01007169",356333.24225545,735148.38559078
"665","S01007170",355479.245443,742959.65193849
"666","S01007171",359420.68783277,740530.87772793
"667","S01007172",364106.76204341,744630.15191508
"668","S01007173",363070.91134475,742676.29963812
"669","S01007174",362947.2913969,742234.23480932
"670","S01007175",362436.38996112,741437.8080612
"671","S01007176",362803.89729223,741491.70195327
"672","S01007177",362755.80482809,741107.50703411
"673","S01007178",362379.06727504,740984.64015777
"674","S01007179",362192.00888268,740354.46153182
"675","S01007180",362831.21551942,740725.55635408
"676","S01007181",363185.12882477,740335.58510328
"677","S01007182",363245.55736231,741234.63213256
"678","S01007183",363338.73813666,741708.61243283
"679","S01007184",363859.32701178,741110.11734055
"680","S01007185",363914.78324287,740587.09546418
"681","S01007186",364217.5267991,740748.75550531
"682","S01007187",364417.92261731,741103.6608373
"683","S01007188",364554.98963722,740776.87131448
"684","S01007189",364738.94729496,741281.34719188
"685","S01007190",365096.52148628,741458.99376378
"686","S01007191",364567.31151056,741821.55789088
"687","S01007192",364844.50821704,742431.72344771
"688","S01007193",364894.24858122,741793.69713496
"689","S01007194",365213.98458387,741877.4328042
"690","S01007195",365127.74896381,742123.42225221
"691","S01007196",365487.65010194,741777.72971882
"692","S01007197",364161.02350392,741552.7010521
"693","S01007198",364108.50650044,741722.73762843
"694","S01007199",364141.74504794,742088.80711244
"695","S01007200",363777.43610417,742103.53616855
"696","S01007201",364395.95395225,742350.14074572
"697","S01007202",364021.31802921,742746.34218169
"698","S01007203",363495.84915508,742719.91448379
"699","S01007204",367055.10689326,749160.04214227
"700","S01007205",368977.34103084,755042.59129866
"701","S01007206",371734.33028193,756628.36146591
"702","S01007207",371026.46366288,756725.73345665
"703","S01007208",371312.12263414,757454.39874684
"704","S01007209",371489.8960287,757889.73065902
"705","S01007210",371720.89707335,757274.93174541
"706","S01007211",372099.85312281,757444.61589486
"707","S01007212",372437.73109282,758123.48838326
"708","S01007213",371986.50599222,758273.98233446
"709","S01007214",371601.34856492,758238.41120769
"710","S01007215",371282.41018026,758181.46800667
"711","S01007216",371703.39422966,758800.64665019
"712","S01007217",371283.93791881,758817.4471004
"713","S01007218",371224.47361145,759324.03942541
"714","S01007219",371785.19111892,759440.40119651
"715","S01007220",371353.38453812,759774.74537382
"716","S01007221",370547.70231051,759968.87731925
"717","S01007222",372476.37185326,760657.61732505
"718","S01007223",371252.50594877,761744.11249695
"719","S01007224",370491.17018719,761215.6871832
"720","S01007225",366709.5381615,762366.07932245
"721","S01007226",359989.7764786,750164.10198423
"722","S01007227",359495.17833406,749799.65501556
"723","S01007228",353369.02308459,758556.03656391
"724","S01007229",360424.52323765,758648.99038445
"725","S01007230",360772.15131912,759554.08682974
"726","S01007231",360540.02989036,759796.81956016
"727","S01007232",360080.02743184,759746.90587483
"728","S01007233",360512.11829435,760117.38977851
"729","S01007234",360290.49786205,760550.80203723
"730","S01007235",359822.16666349,760185.90894371
"731","S01007236",359578.5852438,760545.06465621
"732","S01007237",359801.51329105,760892.77833463
"733","S01007238",359435.13482138,761009.82614533
"734","S01007239",358901.18055187,760383.3116526
"735","S01007240",345497.9176369,742438.08309465
"736","S01007241",353671.91585211,748318.98764098
"737","S01007242",352657.38968227,748420.1483241
"738","S01007243",353085.09723554,748891.74458068
"739","S01007244",346132.99265594,747837.87239883
"740","S01007245",350149.91970263,752565.82466479
"741","S01007246",343707.66040436,751684.50567788
"742","S01007247",339609.75891678,746551.0026526
"743","S01007248",344874.48031519,751206.74843396
"744","S01007249",345432.57922672,751124.46578681
"745","S01007250",345912.68660065,751469.65588024
"746","S01007251",346137.18515242,751008.24803721
"747","S01007252",346412.87590944,751427.8697975
"748","S01007253",346878.70560073,751146.6583605
"749","S01007254",346584.01845908,750757.93726772
"750","S01007255",346502.08564971,750427.3362831
"751","S01007256",346085.35020134,750593.68825457
"752","S01007257",345771.35705936,750841.6722568
"753","S01007258",345950.91903307,750212.5209203
"754","S01007259",345459.78390332,750291.17361959
"755","S01007260",345426.19190743,749786.37010008
"756","S01007261",345087.39362715,749442.936283
"757","S01007262",345014.67505426,749866.00496176
"758","S01007263",344623.55522572,749733.63843397
"759","S01007264",344265.32310638,750075.95555509
"760","S01007265",345171.21560456,750468.40833871
"761","S01007266",329714.25675148,741268.46477451
"762","S01007267",333590.50300468,742858.96655482
"763","S01007268",332949.45762577,749909.10320104
"764","S01007269",337196.14669128,753204.20345833
"765","S01007270",338059.12233214,755503.72798272
"766","S01007271",338522.82538757,753338.39262125
"767","S01007272",338255.56507784,753692.69652416
"768","S01007273",338009.81034233,754180.64455521
"769","S01007274",338497.95236522,754039.4637212
"770","S01007275",339089.28957721,754188.02750565
"771","S01007276",338301.19135608,754519.52696023
"772","S01007277",338549.572452,755016.99675156
"773","S01007278",338435.92367614,755420.33947122
"774","S01007279",323387.1266091,763775.82037869
"775","S01007280",332975.27439801,769209.4422557
"776","S01007281",345740.65029069,761014.16508678
"777","S01007282",347321.01661318,776269.63632197
"778","S01007283",358997.10734006,767486.53501985
"779","S01007284",109688.15468421,751264.61775595
"780","S01007285",145462.72870051,747921.6632118
"781","S01007286",150501.29628702,755366.06455733
"782","S01007287",134660.2387165,721285.4906634
"783","S01007288",158099.21285827,730645.30287487
"784","S01007289",182182.57266124,728275.76266953
"785","S01007290",185130.88838942,728423.16371845
"786","S01007291",185809.4167588,728542.38302957
"787","S01007292",186381.2485385,728703.36237908
"788","S01007293",186374.7928313,728977.35344584
"789","S01007294",186639.1605912,729674.91738756
"790","S01007295",186068.12298878,729403.86789395
"791","S01007296",185763.90531511,729531.85482852
"792","S01007297",186091.25486424,730274.76941209
"793","S01007298",186380.76095789,730735.71324497
"794","S01007299",185882.9461762,730764.2754297
"795","S01007300",185584.01104024,731040.58442149
"796","S01007301",191559.09235933,732002.673076
"797","S01007302",187826.66680648,733416.48220633
"798","S01007303",195073.12139987,740543.26777786
"799","S01007304",198255.46692471,746626.63864162
"800","S01007305",201358.71036401,738625.14013528
"801","S01007306",197941.48823834,731702.89045437
"802","S01007307",202679.70147868,730700.08241309
"803","S01007308",218554.75948426,729016.39755334
"804","S01007309",190309.67338808,717121.73270786
"805","S01007310",175461.00656894,713133.63877335
"806","S01007311",210584.48830923,713409.61772376
"807","S01007312",196719.079938,697119.41305779
"808","S01007313",184927.69217401,702342.47453197
"809","S01007314",186948.85812247,692354.68093029
"810","S01007315",185991.23688387,688475.97918039
"811","S01007316",186467.86863104,687842.27146818
"812","S01007317",187897.2073155,686627.22603834
"813","S01007318",185272.4712298,686572.21873203
"814","S01007319",184964.2733441,685489.02906939
"815","S01007320",177605.16465712,681579.15897103
"816","S01007321",181328.07421559,662838.44338062
"817","S01007322",186138.95732519,668675.92437739
"818","S01007323",187128.5249062,668535.07720236
"819","S01007324",154613.60347976,683672.56329652
"820","S01007325",128738.24468904,666518.35314584
"821","S01007326",137607.09421628,655170.89655939
"822","S01007327",131398.18158944,659839.88102339
"823","S01007328",136280.13681258,645522.98983552
"824","S01007329",171038.9184072,641140.28797152
"825","S01007330",176041.34741255,634352.0247117
"826","S01007331",167874.44174768,620052.44499918
"827","S01007332",167366.29745543,612800.22645251
"828","S01007333",172193.37612279,621229.349168
"829","S01007334",171776.707573,620975.3503996
"830","S01007335",171376.66817237,621011.80611477
"831","S01007336",171896.93296074,620604.84835547
"832","S01007337",171553.72173531,620272.00249129
"833","S01007338",171476.77015546,619841.35231203
"834","S01007339",172473.84372936,619645.28423928
"835","S01007340",207490.44488409,667213.37738402
"836","S01007341",208258.80930929,666598.50996893
"837","S01007342",210339.11745082,664817.7522302
"838","S01007343",205849.69876518,663943.48359453
"839","S01007344",208374.58825254,665006.40977393
"840","S01007345",208331.5078252,664580.83996154
"841","S01007346",208703.18314456,664637.17739866
"842","S01007347",208361.82830705,664135.11827016
"843","S01007348",208672.01939748,663745.44699793
"844","S01007349",209195.43737933,664321.73583531
"845","S01007350",209107.39920794,664668.27972856
"846","S01007351",196544.02915895,670866.63260696
"847","S01007352",200148.30160014,684247.54505306
"848","S01007353",211665.57966173,675164.79051951
"849","S01007354",215083.18415535,670775.74375658
"850","S01007355",214483.98509497,691477.61323833
"851","S01007356",217964.17868715,683715.00754814
"852","S01007357",217791.71558228,708882.78648654
"853","S01007358",228537.9304069,707672.15363798
"854","S01007359",215978.3232288,680557.15200159
"855","S01007360",217372.47554722,679820.09862841
"856","S01007361",218343.35456926,678786.97144902
"857","S01007362",218082.6626663,678049.38484097
"858","S01007363",217907.3840684,677616.43750975
"859","S01007364",217666.04906824,677970.81333545
"860","S01007365",217352.99614048,678028.86828423
"861","S01007366",217471.73684009,677333.52897016
"862","S01007367",217437.03639608,677092.0322159
"863","S01007368",216951.02009119,677435.65602518
"864","S01007369",216955.367533,677065.59015508
"865","S01007370",217295.80635578,676643.01501641
"866","S01007371",216914.12067892,676563.31497675
"867","S01007372",216563.82409329,675508.8305239
"868","S01007373",225540.83447738,681329.79305905
"869","S01007374",223017.83550016,680696.65010439
"870","S01007375",222539.5883382,683564.59542295
"871","S01007376",225479.76887494,683303.43296851
"872","S01007377",222921.90522275,686645.12422945
"873","S01007378",226145.43706356,691873.60614559
"874","S01007379",223765.42710543,691669.26786617
"875","S01007380",223962.50695011,691248.95151744
"876","S01007381",226034.71049989,685738.79189145
"877","S01007382",226870.68870432,684281.88040976
"878","S01007383",227364.81929974,683817.02437841
"879","S01007384",228330.26790301,683173.34675098
"880","S01007385",228357.0791064,682813.41295583
"881","S01007386",229066.96250741,683332.37370174
"882","S01007387",229839.86728949,683585.59644788
"883","S01007388",230444.78952498,683392.04446666
"884","S01007389",231308.21121576,682974.92291619
"885","S01007390",231157.53627397,682703.6135432
"886","S01007391",231112.42901593,683249.12793273
"887","S01007392",230207.55098527,683072.02747944
"888","S01007393",229484.84978242,682880.77900896
"889","S01007394",229021.04860464,682665.30684365
"890","S01007395",229476.9905329,682406.26673559
"891","S01007396",229952.80026358,682238.10876738
"892","S01007397",230281.54646126,682577.27467405
"893","S01007398",231037.8636288,682444.27855592
"894","S01007399",230914.61077307,682164.92512966
"895","S01007400",230601.0791106,682086.68173739
"896","S01007401",230784.81155423,681706.18739129
"897","S01007402",231172.10735848,681331.20090569
"898","S01007403",231287.4650631,681791.04750617
"899","S01007404",232027.61713553,690638.60372526
"900","S01007405",234264.89788249,679880.30613454
"901","S01007406",233663.16477305,677973.55064288
"902","S01007407",234506.66101715,677968.44145475
"903","S01007408",234204.55565136,677981.45971008
"904","S01007409",284798.5728208,694417.37593064
"905","S01007410",285308.61613471,694990.16246092
"906","S01007411",285694.04451321,694966.19630007
"907","S01007412",285957.32136301,694706.99362079
